iter	Passed	Remaining
2626	94139	264212
2627	94171	264167
2628	94203	264119
2629	94235	264073
2630	94266	264025
2631	94298	263979
2632	94330	263932
2633	94362	263886
2634	94399	263853
2635	94438	263825
2636	94477	263798
2637	94509	263752
2638	94542	263708
2639	94578	263672
2640	94610	263627
2641	94642	263581
2642	94675	263537
2643	94707	263490
2644	94739	263444
2645	94771	263397
2646	94803	263349
2647	94837	263311
2648	94875	263281
2649	94966	263398
2650	95037	263458
2651	95071	263418
2652	95103	263371
2653	95136	263327
2654	95168	263280
2655	95201	263236
2656	95233	263191
2657	95265	263145
2658	95297	263099
2659	95329	263050
2660	95360	263003
2661	95392	262955
2662	95424	262909
2663	95459	262871
2664	95497	262843
2665	95539	262822
2666	95570	262774
2667	95602	262726
2668	95633	262679
2669	95666	262633
2670	95697	262586
2671	95730	262541
2672	95771	262519
2673	95807	262485
2674	95839	262439
2675	95871	262393
2676	95906	262353
2677	95939	262309
2678	95993	262323
2679	96091	262459
2680	96127	262422
2681	96158	262375
2682	96192	262332
2683	96224	262285
2684	96256	262239
2685	96287	262191
2686	96319	262146
2687	96351	262098
2688	96383	262053
2689	96415	262006
2690	96448	261962
2691	96480	261915
2692	96514	261876
2693	96557	261859
2694	96597	261835
2695	96638	261811
2696	96672	261773
2697	96700	261714
2698	96732	261669
2699	96768	261634
2700	96801	261590
2701	96834	261547
2702	96867	261503
2703	96900	261458
2704	96932	261412
2705	96964	261366
2706	96996	261321
2707	97078	261408
2708	97140	261444
2709	97174	261404
2710	97207	261359
2711	97239	261312
2712	97271	261267
2713	97302	261219
2714	97337	261178
2715	97369	261134
2716	97405	261097
2717	97445	261074
2718	97477	261026
2719	97508	260978
2720	97540	260933
2721	97582	260911
2722	97621	260885
2723	97660	260857
2724	97694	260816
2725	97730	260780
2726	97761	260733
2727	97794	260688
2728	97825	260642
2729	97858	260597
2730	97890	260550
2731	97922	260505
2732	97953	260457
2733	97985	260411
2734	98017	260365
2735	98053	260330
2736	98110	260349
2737	98237	260555
2738	98276	260528
2739	98309	260483
2740	98341	260436
2741	98373	260391
2742	98405	260345
2743	98438	260301
2744	98470	260256
2745	98510	260230
2746	98544	260191
2747	98588	260176
2748	98622	260134
2749	98656	260095
2750	98702	260086
2751	98744	260066
2752	98779	260026
2753	98811	259980
2754	98844	259937
2755	98877	259895
2756	98909	259849
2757	98941	259802
2758	98974	259759
2759	99007	259715
2760	99039	259669
2761	99071	259622
2762	99102	259574
2763	99135	259530
2764	99167	259485
2765	99260	259597
2766	99309	259596
2767	99343	259557
2768	99376	259512
2769	99407	259465
2770	99439	259418
2771	99472	259373
2772	99505	259330
2773	99537	259285
2774	99572	259246
2775	99604	259200
2776	99636	259155
2777	99673	259123
2778	99708	259084
2779	99746	259054
2780	99784	259023
2781	99817	258980
2782	99850	258936
2783	99898	258932
2784	99931	258888
2785	99963	258844
2786	99996	258800
2787	100029	258756
2788	100061	258709
2789	100092	258663
2790	100124	258616
2791	100156	258570
2792	100189	258527
2793	100222	258484
2794	100284	258514
2795	100366	258597
2796	100406	258573
2797	100439	258530
2798	100471	258482
2799	100504	258441
2800	100536	258394
2801	100569	258350
2802	100601	258305
2803	100640	258276
2804	100673	258232
2805	100705	258186
2806	100737	258141
2807	100769	258097
2808	100805	258059
2809	100845	258034
2810	100879	257994
2811	100911	257948
2812	100943	257903
2813	100976	257859
2814	101009	257815
2815	101042	257772
2816	101074	257728
2817	101107	257683
2818	101139	257638
2819	101171	257593
2820	101203	257546
2821	101235	257502
2822	101267	257455
2823	101306	257426
2824	101404	257549
2825	101439	257511
2826	101472	257467
2827	101504	257421
2828	101536	257376
2829	101572	257341
2830	101605	257298
2831	101637	257251
2832	101669	257206
2833	101701	257160
2834	101733	257115
2835	101765	257069
2836	101797	257022
2837	101831	256983
2838	101867	256947
2839	101901	256906
2840	101934	256862
2841	101965	256816
2842	102002	256781
2843	102034	256735
2844	102066	256690
2845	102098	256644
2846	102129	256597
2847	102161	256550
2848	102193	256505
2849	102225	256461
2850	102258	256417
2851	102291	256375
2852	102323	256329
2853	102358	256291
2854	102494	256504
2855	102530	256470
2856	102566	256433
2857	102598	256389
2858	102630	256343
2859	102662	256297
2860	102695	256253
2861	102727	256208
2862	102759	256163
2863	102791	256117
2864	102824	256074
2865	102856	256028
2866	102887	255981
2867	102921	255939
2868	102960	255912
2869	103000	255886
2870	103039	255857
2871	103079	255832
2872	103092	255739
2873	103125	255697
2874	103157	255651
2875	103190	255607
2876	103223	255563
2877	103254	255518
2878	103290	255481
2879	103323	255438
2880	103354	255391
2881	103387	255346
2882	103419	255302
2883	103481	255331
2884	103587	255468
2885	103628	255445
2886	103671	255426
2887	103710	255396
2888	103751	255374
2889	103790	255345
2890	103822	255301
2891	103862	255274
2892	103899	255242
2893	103934	255202
2894	103969	255164
2895	104004	255126
2896	104047	255108
2897	104087	255083
2898	104126	255055
2899	104164	255022
2900	104199	254985
2901	104232	254943
2902	104268	254906
2903	104301	254863
2904	104334	254819
2905	104367	254776
2906	104400	254733
2907	104433	254691
2908	104469	254656
2909	104501	254611
2910	104538	254578
2911	104648	254721
2912	104691	254702
2913	104723	254657
2914	104755	254612
2915	104788	254567
2916	104819	254521
2917	104851	254475
2918	104883	254429
2919	104915	254383
2920	104951	254348
2921	104983	254303
2922	105015	254258
2923	105047	254212
2924	105085	254180
2925	105124	254153
2926	105166	254131
2927	105204	254100
2928	105241	254068
2929	105284	254047
2930	105319	254010
2931	105353	253969
2932	105389	253933
2933	105427	253902
2934	105461	253861
2935	105495	253822
2936	105528	253778
2937	105565	253744
2938	105598	253703
2939	105714	253858
2940	105752	253826
2941	105794	253806
2942	105831	253772
2943	105864	253730
2944	105899	253691
2945	105933	253650
2946	105969	253614
2947	106011	253592
2948	106045	253552
2949	106078	253509
2950	106107	253457
2951	106140	253413
2952	106177	253379
2953	106215	253348
2954	106252	253316
2955	106287	253278
2956	106323	253242
2957	106358	253202
2958	106395	253170
2959	106429	253130
2960	106462	253085
2961	106494	253040
2962	106525	252994
2963	106558	252950
2964	106590	252904
2965	106623	252861
2966	106656	252818
2967	106781	252995
2968	106841	253015
2969	106880	252987
2970	106913	252943
2971	106945	252897
2972	106980	252860
2973	107013	252817
2974	107046	252773
2975	107078	252728
2976	107112	252686
2977	107145	252643
2978	107177	252600
2979	107209	252554
2980	107243	252513
2981	107279	252477
2982	107320	252452
2983	107355	252415
2984	107389	252373
2985	107421	252329
2986	107454	252285
2987	107486	252239
2988	107518	252196
2989	107550	252150
2990	107582	252105
2991	107618	252068
2992	107652	252029
2993	107687	251989
2994	107722	251952
2995	107756	251911
2996	107852	252014
2997	107914	252040
2998	107951	252006
2999	107985	251966
3000	108023	251934
3001	108058	251895
3002	108090	251851
3003	108125	251813
3004	108163	251781
3005	108198	251742
3006	108232	251702
3007	108266	251661
3008	108300	251621
3009	108343	251601
3010	108382	251573
3011	108421	251543
3012	108456	251506
3013	108489	251462
3014	108525	251426
3015	108560	251387
3016	108595	251349
3017	108630	251312
3018	108668	251281
3019	108704	251244
3020	108739	251204
3021	108773	251164
3022	108807	251124
3023	108843	251088
3024	108956	251230
3025	108992	251195
3026	109026	251153
3027	109063	251119
3028	109096	251075
3029	109131	251037
3030	109165	250997
3031	109199	250957
3032	109236	250922
3033	109271	250885
3034	109310	250855
3035	109345	250816
3036	109382	250782
3037	109422	250756
3038	109462	250729
3039	109496	250688
3040	109537	250664
3041	109570	250622
3042	109606	250586
3043	109643	250551
3044	109678	250514
3045	109715	250479
3046	109750	250441
3047	109784	250400
3048	109819	250362
3049	109856	250329
3050	109894	250297
3051	109952	250311
3052	110079	250481
3053	110119	250456
3054	110153	250413
3055	110190	250381
3056	110225	250342
3057	110266	250316
3058	110303	250283
3059	110338	250244
3060	110371	250201
3061	110406	250164
3062	110440	250123
3063	110473	250079
3064	110509	250043
3065	110553	250025
3066	110595	250001
3067	110634	249974
3068	110675	249948
3069	110715	249920
3070	110748	249877
3071	110783	249840
3072	110815	249795
3073	110848	249752
3074	110880	249706
3075	110915	249669
3076	110951	249632
3077	110987	249594
3078	111020	249553
3079	111113	249644
3080	111178	249672
3081	111215	249640
3082	111264	249632
3083	111301	249597
3084	111336	249559
3085	111369	249516
3086	111402	249473
3087	111440	249442
3088	111475	249404
3089	111510	249364
3090	111550	249336
3091	111586	249300
3092	111627	249276
3093	111667	249248
3094	111707	249221
3095	111740	249179
3096	111775	249140
3097	111808	249097
3098	111844	249061
3099	111880	249023
3100	111915	248986
3101	111949	248945
3102	111983	248904
3103	112017	248863
3104	112054	248828
3105	112090	248793
3106	112175	248864
3107	112254	248923
3108	112298	248905
3109	112334	248870
3110	112368	248828
3111	112405	248794
3112	112444	248764
3113	112481	248731
3114	112519	248698
3115	112556	248663
3116	112592	248627
3117	112628	248591
3118	112663	248553
3119	112705	248530
3120	112752	248517
3121	112788	248481
3122	112828	248454
3123	112864	248418
3124	112899	248377
3125	112931	248332
3126	112962	248286
3127	112999	248251
3128	113036	248217
3129	113072	248182
3130	113108	248144
3131	113146	248113
3132	113182	248077
3133	113290	248197
3134	113342	248195
3135	113376	248156
3136	113410	248114
3137	113442	248070
3138	113474	248024
3139	113505	247977
3140	113537	247932
3141	113574	247897
3142	113608	247855
3143	113644	247819
3144	113682	247787
3145	113719	247753
3146	113755	247717
3147	113796	247691
3148	113833	247657
3149	113868	247618
3150	113906	247586
3151	113941	247548
3152	113978	247512
3153	114012	247472
3154	114050	247439
3155	114084	247400
3156	114121	247366
3157	114160	247334
3158	114195	247297
3159	114229	247257
3160	114266	247221
3161	114401	247398
3162	114453	247396
3163	114488	247358
3164	114521	247315
3165	114554	247271
3166	114587	247229
3167	114619	247184
3168	114651	247139
3169	114685	247098
3170	114718	247056
3171	114751	247011
3172	114783	246967
3173	114815	246923
3174	114849	246881
3175	114892	246860
3176	114933	246834
3177	114970	246799
3178	115005	246760
3179	115044	246731
3180	115079	246691
3181	115120	246666
3182	115155	246627
3183	115192	246592
3184	115225	246550
3185	115263	246517
3186	115296	246475
3187	115333	246439
3188	115370	246405
3189	115479	246525
3190	115532	246525
3191	115568	246489
3192	115602	246446
3193	115635	246403
3194	115668	246360
3195	115701	246317
3196	115734	246274
3197	115767	246231
3198	115800	246189
3199	115833	246146
3200	115865	246101
3201	115898	246058
3202	115932	246016
3203	115971	245986
3204	116011	245958
3205	116047	245921
3206	116087	245895
3207	116129	245869
3208	116164	245831
3209	116196	245786
3210	116231	245747
3211	116267	245710
3212	116304	245676
3213	116338	245634
3214	116369	245589
3215	116404	245549
3216	116437	245506
3217	116477	245477
3218	116586	245596
3219	116633	245582
3220	116665	245538
3221	116697	245492
3222	116730	245449
3223	116762	245403
3224	116794	245358
3225	116826	245313
3226	116860	245273
3227	116893	245229
3228	116927	245188
3229	116960	245147
3230	116994	245106
3231	117038	245085
3232	117078	245056
3233	117118	245029
3234	117157	244999
3235	117197	244970
3236	117230	244928
3237	117265	244887
3238	117296	244842
3239	117328	244796
3240	117361	244753
3241	117394	244711
3242	117427	244666
3243	117460	244624
3244	117492	244580
3245	117524	244534
3246	117669	244724
3247	117717	244712
3248	117751	244671
3249	117783	244628
3250	117817	244586
3251	117849	244540
3252	117881	244495
3253	117913	244451
3254	117928	244371
3255	117961	244328
3256	117999	244294
3257	118033	244255
3258	118067	244213
3259	118102	244174
3260	118142	244146
3261	118183	244120
3262	118222	244090
3263	118255	244046
3264	118290	244007
3265	118322	243963
3266	118355	243920
3267	118388	243876
3268	118421	243835
3269	118456	243796
3270	118488	243751
3271	118520	243706
3272	118552	243661
3273	118585	243617
3274	118618	243575
3275	118713	243659
3276	118775	243676
3277	118809	243635
3278	118847	243602
3279	118879	243558
3280	118911	243512
3281	118945	243472
3282	118978	243429
3283	119010	243385
3284	119043	243341
3285	119074	243294
3286	119106	243249
3287	119139	243206
3288	119173	243165
3289	119210	243130
3290	119250	243102
3291	119284	243062
3292	119316	243017
3293	119348	242973
3294	119381	242930
3295	119413	242885
3296	119445	242840
3297	119478	242796
3298	119509	242750
3299	119541	242705
3300	119572	242659
3301	119604	242613
3302	119636	242569
3303	119670	242527
3304	119732	242544
3305	119825	242623
3306	119864	242592
3307	119900	242556
3308	119933	242513
3309	119965	242467
3310	119997	242423
3311	120029	242377
3312	120062	242334
3313	120094	242290
3314	120126	242246
3315	120158	242201
3316	120190	242156
3317	120223	242112
3318	120258	242075
3319	120297	242044
3320	120334	242009
3321	120367	241966
3322	120400	241923
3323	120433	241881
3324	120465	241837
3325	120504	241806
3326	120540	241768
3327	120571	241723
3328	120604	241680
3329	120636	241634
3330	120668	241590
3331	120701	241548
3332	120734	241505
3333	120856	241641
3334	120935	241689
3335	120973	241656
3336	121007	241616
3337	121042	241576
3338	121076	241536
3339	121110	241496
3340	121146	241459
3341	121182	241423
3342	121221	241390
3343	121259	241357
3344	121298	241327
3345	121335	241293
3346	121380	241274
3347	121424	241252
3348	121459	241213
3349	121495	241177
3350	121530	241137
3351	121562	241095
3352	121595	241052
3353	121631	241014
3354	121664	240972
3355	121698	240931
3356	121732	240890
3357	121764	240845
3358	121797	240803
3359	121832	240764
3360	121865	240722
3361	121967	240814
3362	122045	240860
3363	122086	240834
3364	122127	240806
3365	122170	240784
3366	122207	240748
3367	122243	240712
3368	122280	240676
3369	122324	240655
3370	122358	240615
3371	122390	240570
3372	122422	240525
3373	122454	240481
3374	122492	240448
3375	122532	240418
3376	122566	240379
3377	122600	240337
3378	122633	240294
3379	122669	240257
3380	122705	240220
3381	122740	240182
3382	122777	240146
3383	122810	240104
3384	122843	240062
3385	122876	240019
3386	122910	239977
3387	122944	239937
3388	122979	239899
3389	123095	240018
3390	123160	240036
3391	123205	240018
3392	123242	239984
3393	123281	239952
3394	123319	239919
3395	123356	239883
3396	123394	239851
3397	123431	239816
3398	123469	239782
3399	123504	239743
3400	123537	239700
3401	123569	239656
3402	123607	239622
3403	123645	239591
3404	123686	239563
3405	123726	239533
3406	123765	239503
3407	123802	239468
3408	123833	239420
3409	123865	239376
3410	123897	239332
3411	123930	239289
3412	123963	239245
3413	123995	239202
3414	124028	239159
3415	124060	239114
3416	124117	239118
3417	124266	239299
3418	124302	239261
3419	124334	239217
3420	124366	239171
3421	124398	239126
3422	124430	239081
3423	124461	239036
3424	124493	238990
3425	124528	238952
3426	124562	238910
3427	124594	238866
3428	124626	238822
3429	124658	238777
3430	124692	238737
3431	124738	238718
3432	124783	238699
3433	124828	238678
3434	124863	238640
3435	124900	238604
3436	124938	238572
3437	124975	238536
3438	125013	238503
3439	125054	238475
3440	125094	238447
3441	125131	238411
3442	125168	238376
3443	125205	238341
3444	125309	238434
3445	125392	238485
3446	125428	238447
3447	125460	238403
3448	125492	238360
3449	125526	238318
3450	125560	238277
3451	125600	238247
3452	125638	238215
3453	125680	238189
3454	125717	238154
3455	125759	238127
3456	125796	238093
3457	125839	238068
3458	125880	238041
3459	125923	238018
3460	125957	237976
3461	125990	237932
3462	126022	237889
3463	126054	237844
3464	126087	237801
3465	126119	237757
3466	126151	237712
3467	126183	237667
3468	126215	237622
3469	126248	237579
3470	126280	237534
3471	126315	237496
3472	126446	237638
3473	126488	237611
3474	126522	237570
3475	126555	237527
3476	126586	237481
3477	126622	237445
3478	126656	237403
3479	126688	237358
3480	126720	237314
3481	126752	237269
3482	126784	237224
3483	126816	237180
3484	126849	237136
3485	126886	237101
3486	126925	237070
3487	126963	237037
3488	126998	236997
3489	127030	236952
3490	127069	236921
3491	127102	236879
3492	127134	236835
3493	127166	236791
3494	127198	236746
3495	127230	236701
3496	127262	236655
3497	127293	236610
3498	127325	236565
3499	127358	236523
3500	127390	236478
3501	127502	236582
3502	127581	236624
3503	127616	236586
3504	127648	236541
3505	127686	236507
3506	127720	236467
3507	127752	236422
3508	127785	236379
3509	127817	236335
3510	127855	236302
3511	127887	236257
3512	127920	236213
3513	127952	236169
3514	127983	236123
3515	128022	236092
3516	128065	236067
3517	128099	236026
3518	128132	235984
3519	128166	235942
3520	128197	235897
3521	128230	235853
3522	128263	235810
3523	128294	235765
3524	128326	235720
3525	128360	235680
3526	128393	235636
3527	128426	235593
3528	128459	235551
3529	128491	235507
3530	128601	235606
3531	128670	235627
3532	128710	235598
3533	128743	235555
3534	128774	235510
3535	128807	235467
3536	128839	235423
3537	128872	235379
3538	128904	235335
3539	128940	235299
3540	128972	235253
3541	129004	235209
3542	129036	235164
3543	129068	235119
3544	129100	235075
3545	129137	235040
3546	129178	235011
3547	129210	234968
3548	129242	234923
3549	129274	234878
3550	129307	234836
3551	129340	234793
3552	129373	234750
3553	129405	234706
3554	129439	234666
3555	129478	234634
3556	129512	234593
3557	129544	234549
3558	129577	234506
3559	129622	234485
3560	129737	234591
3561	129777	234560
3562	129810	234518
3563	129842	234473
3564	129875	234431
3565	129907	234387
3566	129940	234344
3567	129972	234300
3568	130005	234257
3569	130038	234214
3570	130070	234171
3571	130103	234127
3572	130135	234083
3573	130170	234044
3574	130209	234013
3575	130249	233983
3576	130289	233952
3577	130328	233921
3578	130364	233884
3579	130396	233839
3580	130428	233795
3581	130464	233758
3582	130498	233716
3583	130530	233673
3584	130562	233629
3585	130595	233586
3586	130628	233542
3587	130660	233498
3588	130692	233454
3589	130850	233635
3590	130888	233602
3591	130922	233561
3592	130955	233518
3593	130987	233473
3594	131019	233429
3595	131051	233384
3596	131082	233339
3597	131115	233296
3598	131146	233250
3599	131178	233206
3600	131211	233163
3601	131243	233119
3602	131278	233080
3603	131320	233053
3604	131362	233026
3605	131406	233003
3606	131439	232961
3607	131472	232918
3608	131504	232874
3609	131537	232831
3610	131569	232788
3611	131601	232744
3612	131634	232700
3613	131665	232655
3614	131697	232611
3615	131730	232568
3616	131762	232523
3617	131794	232479
3618	131885	232540
3619	131955	232561
3620	131991	232524
3621	132022	232479
3622	132055	232436
3623	132087	232392
3624	132118	232347
3625	132152	232305
3626	132185	232263
3627	132217	232218
3628	132250	232175
3629	132282	232131
3630	132314	232088
3631	132351	232052
3632	132389	232019
3633	132428	231986
3634	132463	231947
3635	132496	231905
3636	132529	231862
3637	132562	231819
3638	132595	231777
3639	132628	231735
3640	132661	231693
3641	132693	231649
3642	132725	231605
3643	132758	231562
3644	132791	231519
3645	132824	231477
3646	132859	231437
3647	132972	231535
3648	133032	231540
3649	133072	231510
3650	133106	231468
3651	133138	231425
3652	133172	231383
3653	133203	231338
3654	133234	231292
3655	133267	231249
3656	133300	231206
3657	133335	231167
3658	133367	231124
3659	133400	231082
3660	133433	231038
3661	133468	231001
3662	133509	230972
3663	133548	230939
3664	133581	230896
3665	133614	230854
3666	133646	230810
3667	133679	230767
3668	133711	230724
3669	133743	230680
3670	133776	230637
3671	133808	230592
3672	133840	230549
3673	133872	230504
3674	133906	230464
3675	133938	230420
3676	134060	230531
3677	134130	230553
3678	134167	230517
3679	134200	230474
3680	134232	230429
3681	134268	230393
3682	134301	230350
3683	134333	230307
3684	134365	230263
3685	134398	230219
3686	134431	230177
3687	134462	230132
3688	134494	230088
3689	134528	230047
3690	134564	230010
3691	134603	229978
3692	134638	229938
3693	134670	229894
3694	134702	229851
3695	134735	229808
3696	134767	229764
3697	134800	229721
3698	134833	229679
3699	134864	229634
3700	134897	229591
3701	134930	229548
3702	134961	229504
3703	134993	229460
3704	135026	229417
3705	135058	229374
3706	135168	229461
3707	135229	229467
3708	135267	229432
3709	135299	229388
3710	135331	229344
3711	135362	229299
3712	135394	229255
3713	135426	229210
3714	135458	229167
3715	135494	229129
3716	135526	229086
3717	135560	229044
3718	135592	229001
3719	135624	228957
3720	135660	228921
3721	135700	228889
3722	135732	228845
3723	135764	228802
3724	135797	228760
3725	135829	228715
3726	135861	228672
3727	135894	228629
3728	135926	228584
3729	135958	228542
3730	135991	228498
3731	136022	228453
3732	136054	228409
3733	136086	228365
3734	136118	228322
3735	136151	228279
3736	136268	228378
3737	136338	228397
3738	136376	228363
3739	136407	228319
3740	136440	228275
3741	136473	228233
3742	136505	228189
3743	136537	228146
3744	136569	228102
3745	136602	228059
3746	136641	228027
3747	136674	227986
3748	136711	227950
3749	136745	227908
3750	136782	227873
3751	136823	227844
3752	136862	227812
3753	136902	227782
3754	136941	227749
3755	136975	227708
3756	137008	227666
3757	137040	227622
3758	137072	227579
3759	137104	227535
3760	137138	227494
3761	137175	227458
3762	137208	227417
3763	137243	227377
3764	137333	227429
3765	137454	227532
3766	137491	227497
3767	137529	227464
3768	137561	227420
3769	137594	227377
3770	137626	227333
3771	137657	227288
3772	137689	227244
3773	137721	227200
3774	137753	227156
3775	137785	227112
3776	137817	227068
3777	137848	227023
3778	137889	226993
3779	137928	226962
3780	137968	226930
3781	138002	226889
3782	138034	226846
3783	138068	226805
3784	138104	226768
3785	138137	226726
3786	138169	226683
3787	138201	226638
3788	138233	226594
3789	138264	226549
3790	138296	226506
3791	138328	226461
3792	138360	226417
3793	138428	226432
3794	138526	226496
3795	138561	226458
3796	138595	226417
3797	138627	226374
3798	138659	226330
3799	138691	226285
3800	138722	226241
3801	138755	226198
3802	138787	226154
3803	138819	226110
3804	138852	226068
3805	138884	226025
3806	138918	225983
3807	138949	225939
3808	138990	225908
3809	139028	225876
3810	139070	225847
3811	139102	225804
3812	139135	225761
3813	139167	225718
3814	139199	225675
3815	139232	225632
3816	139264	225589
3817	139296	225545
3818	139328	225500
3819	139360	225457
3820	139392	225414
3821	139424	225370
3822	139457	225327
3823	139538	225363
3824	139628	225413
3825	139667	225381
3826	139704	225344
3827	139738	225305
3828	139773	225265
3829	139808	225227
3830	139843	225187
3831	139876	225146
3832	139908	225102
3833	139941	225060
3834	139974	225017
3835	140012	224983
3836	140046	224942
3837	140083	224907
3838	140124	224877
3839	140163	224845
3840	140200	224810
3841	140233	224767
3842	140267	224726
3843	140300	224684
3844	140332	224641
3845	140364	224598
3846	140396	224554
3847	140429	224511
3848	140461	224468
3849	140493	224424
3850	140524	224379
3851	140646	224479
3852	140723	224507
3853	140763	224476
3854	140796	224434
3855	140829	224392
3856	140861	224348
3857	140895	224307
3858	140926	224262
3859	140963	224227
3860	141003	224195
3861	141035	224151
3862	141067	224108
3863	141100	224065
3864	141132	224022
3865	141173	223993
3866	141213	223961
3867	141253	223931
3868	141288	223892
3869	141320	223848
3870	141353	223806
3871	141386	223763
3872	141419	223721
3873	141450	223677
3874	141483	223634
3875	141514	223590
3876	141547	223547
3877	141578	223503
3878	141611	223460
3879	141678	223472
3880	141778	223536
3881	141817	223502
3882	141852	223463
3883	141886	223423
3884	141923	223388
3885	141965	223359
3886	141997	223316
3887	142036	223283
3888	142069	223242
3889	142101	223198
3890	142134	223155
3891	142166	223112
3892	142198	223069
3893	142238	223037
3894	142282	223012
3895	142321	222979
3896	142354	222938
3897	142387	222895
3898	142419	222852
3899	142452	222809
3900	142484	222766
3901	142516	222723
3902	142549	222680
3903	142580	222635
3904	142611	222591
3905	142644	222549
3906	142678	222508
3907	142711	222466
3908	142846	222584
3909	142915	222597
3910	142956	222567
3911	142990	222526
3912	143023	222485
3913	143061	222450
3914	143105	222425
3915	143137	222382
3916	143169	222338
3917	143200	222294
3918	143233	222251
3919	143265	222208
3920	143297	222164
3921	143329	222119
3922	143367	222086
3923	143407	222055
3924	143445	222020
3925	143477	221977
3926	143509	221934
3927	143541	221890
3928	143574	221847
3929	143606	221804
3930	143638	221761
3931	143671	221719
3932	143711	221687
3933	143744	221645
3934	143775	221600
3935	143810	221561
3936	143842	221518
3937	143964	221613
3938	144022	221610
3939	144059	221573
3940	144091	221529
3941	144124	221487
3942	144156	221444
3943	144188	221401
3944	144220	221357
3945	144253	221315
3946	144286	221272
3947	144317	221228
3948	144349	221184
3949	144381	221141
3950	144413	221097
3951	144448	221059
3952	144488	221027
3953	144525	220991
3954	144562	220956
3955	144604	220927
3956	144642	220893
3957	144674	220850
3958	144708	220808
3959	144740	220765
3960	144776	220728
3961	144809	220686
3962	144841	220643
3963	144873	220599
3964	144905	220556
3965	144937	220512
3966	145050	220592
3967	145109	220589
3968	145145	220551
3969	145177	220508
3970	145209	220464
3971	145241	220421
3972	145274	220379
3973	145306	220335
3974	145338	220292
3975	145382	220267
3976	145414	220224
3977	145446	220181
3978	145478	220137
3979	145510	220093
3980	145550	220061
3981	145592	220033
3982	145630	219999
3983	145665	219961
3984	145697	219917
3985	145734	219880
3986	145765	219836
3987	145797	219793
3988	145830	219750
3989	145861	219706
3990	145905	219680
3991	145938	219638
3992	145970	219595
3993	146002	219551
3994	146035	219509
3995	146181	219638
3996	146236	219629
3997	146272	219592
3998	146304	219548
3999	146337	219506
4000	146369	219462
4001	146400	219417
4002	146433	219376
4003	146465	219332
4004	146498	219289
4005	146530	219246
4006	146562	219203
4007	146594	219160
4008	146629	219121
4009	146672	219094
4010	146713	219063
4011	146751	219029
4012	146785	218990
4013	146818	218947
4014	146850	218904
4015	146885	218865
4016	146918	218822
4017	146950	218779
4018	146983	218738
4019	147016	218696
4020	147049	218653
4021	147081	218610
4022	147113	218568
4023	147146	218525
4024	147270	218618
4025	147325	218610
4026	147368	218583
4027	147403	218542
4028	147434	218499
4029	147468	218458
4030	147501	218415
4031	147535	218376
4032	147568	218334
4033	147600	218290
4034	147636	218252
4035	147668	218210
4036	147701	218167
4037	147732	218123
4038	147768	218085
4039	147809	218055
4040	147845	218018
4041	147878	217976
4042	147911	217933
4043	147944	217892
4044	147976	217849
4045	148009	217806
4046	148041	217764
4047	148073	217720
4048	148105	217678
4049	148137	217634
4050	148170	217591
4051	148202	217548
4052	148234	217506
4053	148312	217529
4054	148410	217584
4055	148452	217553
4056	148485	217512
4057	148519	217471
4058	148550	217428
4059	148584	217387
4060	148618	217347
4061	148651	217304
4062	148682	217260
4063	148717	217221
4064	148749	217178
4065	148781	217134
4066	148813	217091
4067	148848	217051
4068	148888	217020
4069	148927	216987
4070	148960	216946
4071	148992	216903
4072	149025	216860
4073	149056	216816
4074	149089	216774
4075	149122	216731
4076	149154	216688
4077	149185	216645
4078	149217	216601
4079	149250	216558
4080	149281	216515
4081	149315	216474
4082	149347	216431
4083	149469	216519
4084	149554	216551
4085	149591	216515
4086	149622	216471
4087	149654	216427
4088	149686	216385
4089	149719	216342
4090	149751	216300
4091	149784	216257
4092	149815	216213
4093	149847	216170
4094	149881	216129
4095	149912	216085
4096	149945	216042
4097	149979	216002
4098	150018	215968
4099	150056	215934
4100	150089	215893
4101	150122	215851
4102	150154	215808
4103	150187	215766
4104	150219	215723
4105	150252	215681
4106	150284	215637
4107	150316	215595
4108	150349	215553
4109	150381	215510
4110	150413	215466
4111	150447	215427
4112	150480	215384
4113	150599	215466
4114	150664	215470
4115	150702	215435
4116	150734	215393
4117	150769	215353
4118	150801	215311
4119	150835	215269
4120	150867	215227
4121	150900	215184
4122	150940	215153
4123	150973	215111
4124	151005	215068
4125	151037	215025
4126	151069	214982
4127	151106	214945
4128	151147	214915
4129	151183	214877
4130	151216	214837
4131	151249	214794
4132	151281	214752
4133	151321	214719
4134	151360	214686
4135	151393	214645
4136	151425	214601
4137	151457	214558
4138	151495	214523
4139	151527	214481
4140	151560	214439
4141	151593	214396
4142	151737	214512
4143	151811	214529
4144	151850	214495
4145	151885	214456
4146	151917	214413
4147	151948	214369
4148	151980	214325
4149	152011	214281
4150	152043	214237
4151	152074	214193
4152	152105	214149
4153	152137	214106
4154	152168	214061
4155	152201	214019
4156	152233	213975
4157	152270	213939
4158	152312	213911
4159	152351	213878
4160	152388	213842
4161	152431	213813
4162	152464	213772
4163	152497	213730
4164	152528	213686
4165	152560	213642
4166	152591	213599
4167	152624	213556
4168	152656	213513
4169	152687	213469
4170	152719	213426
4171	152791	213439
4172	152896	213497
4173	152932	213460
4174	152966	213420
4175	152998	213377
4176	153030	213334
4177	153062	213291
4178	153095	213248
4179	153126	213204
