iter	Passed	Remaining
485	16963	332077
486	16996	332001
487	17156	334401
488	17192	334387
489	17228	334366
490	17263	334335
491	17295	334246
492	17327	334142
493	17359	334054
494	17391	333961
495	17424	333883
496	17457	333808
497	17490	333714
498	17521	333616
499	17554	333530
500	17593	333573
501	17632	333621
502	17665	333545
503	17699	333471
504	17731	333386
505	17763	333302
506	17798	333253
507	17832	333209
508	17865	333131
509	17902	333132
510	17940	333144
511	17973	333067
512	18006	333001
513	18040	332941
514	18073	332876
515	18106	332802
516	18140	332738
517	18191	333002
518	18225	332932
519	18258	332864
520	18290	332781
521	18323	332695
522	18355	332611
523	18388	332536
524	18420	332451
525	18453	332369
526	18486	332293
527	18518	332214
528	18550	332129
529	18585	332077
530	18621	332059
531	18661	332126
532	18701	332175
533	18740	332197
534	18775	332160
535	18812	332162
536	18845	332092
537	18878	332031
538	18912	331961
539	18945	331890
540	18977	331811
541	19010	331733
542	19042	331651
543	19074	331568
544	19107	331491
545	19141	331432
546	19189	331617
547	19222	331550
548	19255	331478
549	19288	331403
550	19321	331338
551	19354	331273
552	19390	331244
553	19422	331168
554	19455	331093
555	19487	331004
556	19519	330919
557	19552	330853
558	19586	330790
559	19630	330920
560	19671	330972
561	19711	331020
562	19744	330964
563	19778	330900
564	19814	330881
565	19847	330812
566	19879	330733
567	19912	330656
568	19944	330581
569	19977	330503
570	20010	330432
571	20042	330350
572	20075	330279
573	20109	330222
574	20141	330147
575	20189	330321
576	20223	330265
577	20256	330200
578	20290	330142
579	20322	330060
580	20354	329981
581	20386	329892
582	20419	329830
583	20451	329751
584	20487	329730
585	20520	329664
586	20553	329595
587	20586	329524
588	20625	329548
589	20664	329574
590	20700	329564
591	20733	329499
592	20771	329499
593	20806	329465
594	20839	329396
595	20872	329340
596	20906	329280
597	20938	329207
598	20971	329141
599	21005	329078
600	21036	328991
601	21068	328911
602	21104	328889
603	21137	328817
604	21170	328751
605	21224	329017
606	21258	328960
607	21290	328877
608	21322	328799
609	21357	328763
610	21389	328687
611	21422	328616
612	21454	328540
613	21487	328470
614	21519	328388
615	21554	328349
616	21586	328282
617	21623	328271
618	21662	328291
619	21697	328261
620	21730	328199
621	21767	328197
622	21800	328132
623	21833	328065
624	21867	328013
625	21900	327950
626	21933	327879
627	21966	327812
628	21998	327739
629	22031	327670
630	22064	327608
631	22097	327540
632	22130	327485
633	22163	327424
634	22215	327632
635	22250	327604
636	22283	327534
637	22316	327471
638	22348	327399
639	22381	327328
640	22413	327252
641	22446	327183
642	22478	327111
643	22511	327040
644	22545	326991
645	22577	326918
646	22610	326855
647	22647	326855
648	22687	326890
649	22723	326865
650	22761	326871
651	22794	326819
652	22828	326761
653	22860	326693
654	22893	326631
655	22926	326566
656	22959	326503
657	22992	326432
658	23024	326363
659	23057	326293
660	23089	326220
661	23123	326169
662	23155	326102
663	23187	326027
664	23243	326282
665	23276	326216
666	23309	326155
667	23341	326081
668	23374	326015
669	23406	325943
670	23438	325871
671	23470	325794
672	23503	325724
673	23537	325677
674	23570	325616
675	23602	325551
676	23636	325501
677	23674	325511
678	23715	325552
679	23752	325548
680	23785	325492
681	23818	325423
682	23851	325369
683	23884	325300
684	23917	325244
685	23950	325185
686	23984	325134
687	24017	325070
688	24050	325007
689	24083	324954
690	24117	324908
691	24150	324851
692	24183	324785
693	24229	324901
694	24270	324941
695	24302	324877
696	24337	324836
697	24369	324766
698	24402	324703
699	24434	324628
700	24466	324559
701	24499	324494
702	24532	324437
703	24564	324366
704	24598	324314
705	24631	324251
706	24667	324231
707	24705	324243
708	24741	324223
709	24774	324167
710	24807	324105
711	24841	324053
712	24873	323989
713	24906	323930
714	24940	323875
715	24974	323836
716	25007	323774
717	25040	323712
718	25073	323650
719	25105	323587
720	25140	323552
721	25174	323496
722	25214	323533
723	25266	323723
724	25300	323676
725	25333	323616
726	25366	323558
727	25398	323485
728	25431	323418
729	25462	323344
730	25495	323279
731	25527	323207
732	25560	323151
733	25593	323093
734	25626	323037
735	25659	322971
736	25701	323025
737	25741	323060
738	25783	323114
739	25824	323160
740	25865	323190
741	25898	323139
742	25930	323068
743	25964	323016
744	25996	322953
745	26029	322890
746	26063	322840
747	26096	322787
748	26128	322721
749	26161	322656
750	26194	322596
751	26226	322526
752	26281	322744
753	26315	322698
754	26348	322640
755	26381	322585
756	26415	322538
757	26448	322478
758	26481	322423
759	26513	322352
760	26546	322289
761	26582	322268
762	26615	322208
763	26648	322159
764	26683	322116
765	26730	322237
766	26771	322269
767	26810	322285
768	26844	322242
769	26877	322182
770	26909	322116
771	26942	322055
772	26975	321994
773	27008	321935
774	27040	321874
775	27073	321807
776	27105	321744
777	27137	321676
778	27170	321621
779	27203	321556
780	27237	321512
781	27290	321687
782	27334	321767
783	27368	321716
784	27400	321650
785	27433	321592
786	27466	321534
787	27498	321472
788	27531	321410
789	27564	321348
790	27596	321283
791	27630	321238
792	27663	321187
793	27699	321156
794	27736	321152
795	27776	321170
796	27818	321223
797	27851	321168
798	27883	321099
799	27916	321045
800	27950	320996
801	27984	320946
802	28016	320880
803	28049	320827
804	28083	320779
805	28116	320724
806	28150	320675
807	28182	320611
808	28215	320559
809	28248	320503
810	28283	320461
811	28340	320682
812	28374	320632
813	28407	320577
814	28439	320510
815	28471	320449
816	28504	320388
817	28536	320318
818	28568	320252
819	28601	320195
820	28633	320135
821	28673	320147
822	28706	320093
823	28740	320056
824	28781	320080
825	28819	320089
826	28853	320041
827	28886	319984
828	28919	319933
829	28952	319875
830	28985	319820
831	29019	319772
832	29051	319708
833	29084	319649
834	29116	319589
835	29149	319527
836	29181	319466
837	29215	319414
838	29248	319364
839	29281	319302
840	29338	319518
841	29373	319485
842	29408	319442
843	29441	319386
844	29473	319327
845	29506	319269
846	29539	319212
847	29571	319146
848	29604	319090
849	29641	319077
850	29678	319065
851	29711	319020
852	29745	318972
853	29784	318979
854	29824	319000
855	29858	318957
856	29892	318910
857	29925	318851
858	29957	318793
859	29989	318727
860	30023	318678
861	30055	318621
862	30088	318559
863	30120	318492
864	30152	318431
865	30184	318365
866	30217	318316
867	30251	318263
868	30284	318210
869	30317	318161
870	30380	318422
871	30413	318362
872	30446	318309
873	30479	318251
874	30514	318224
875	30548	318176
876	30580	318115
877	30615	318084
878	30651	318061
879	30685	318008
880	30718	317959
881	30752	317919
882	30792	317932
883	30831	317943
884	30867	317913
885	30899	317857
886	30933	317806
887	30966	317754
888	30999	317699
889	31032	317643
890	31064	317586
891	31097	317528
892	31130	317472
893	31161	317404
894	31193	317342
895	31230	317320
896	31262	317258
897	31295	317208
898	31329	317158
899	31397	317468
900	31429	317403
901	31461	317336
902	31494	317276
903	31526	317216
904	31558	317153
905	31590	317090
906	31627	317073
907	31660	317023
908	31694	316976
909	31727	316926
910	31760	316868
911	31796	316847
912	31835	316858
913	31875	316869
914	31909	316825
915	31941	316767
916	31975	316721
917	32007	316659
918	32040	316600
919	32073	316547
920	32105	316488
921	32137	316425
922	32169	316360
923	32203	316316
924	32236	316262
925	32268	316206
926	32300	316144
927	32333	316091
928	32421	316570
929	32455	316526
930	32488	316472
931	32521	316418
932	32554	316365
933	32591	316350
934	32624	316303
935	32657	316245
936	32690	316196
937	32723	316138
938	32755	316078
939	32788	316022
940	32823	315986
941	32862	315995
942	32900	315995
943	32938	315989
944	32978	316000
945	33013	315968
946	33046	315916
947	33079	315861
948	33112	315808
949	33144	315744
950	33181	315727
951	33212	315662
952	33244	315597
953	33277	315540
954	33309	315476
955	33341	315421
956	33375	315374
957	33438	315604
958	33470	315547
959	33503	315493
960	33540	315480
961	33574	315429
962	33606	315371
963	33638	315310
964	33671	315255
965	33705	315208
966	33737	315154
967	33771	315107
968	33803	315048
969	33841	315038
970	33884	315083
971	33925	315105
972	33965	315110
973	33998	315064
974	34031	315010
975	34064	314953
976	34104	314966
977	34141	314949
978	34179	314946
979	34217	314945
980	34256	314947
981	34297	314964
982	34334	314948
983	34369	314913
984	34425	315073
985	34468	315112
986	34501	315058
987	34539	315052
988	34573	315003
989	34606	314951
990	34638	314892
991	34672	314845
992	34706	314804
993	34739	314752
994	34772	314704
995	34808	314672
996	34844	314646
997	34885	314667
998	34926	314692
999	34966	314696
1000	35000	314652
1001	35032	314590
1002	35068	314563
1003	35100	314506
1004	35133	314456
1005	35166	314403
1006	35200	314355
1007	35232	314293
1008	35264	314234
1009	35297	314178
1010	35330	314129
1011	35363	314079
1012	35397	314030
1013	35455	314205
1014	35497	314228
1015	35530	314180
1016	35564	314132
1017	35596	314076
1018	35629	314022
1019	35662	313973
1020	35695	313918
1021	35728	313868
1022	35761	313811
1023	35793	313755
1024	35827	313707
1025	35860	313654
1026	35898	313644
1027	35936	313636
1028	35976	313648
1029	36009	313597
1030	36042	313542
1031	36074	313486
1032	36109	313454
1033	36142	313401
1034	36181	313398
1035	36219	313387
1036	36260	313403
1037	36298	313395
1038	36331	313345
1039	36365	313300
1040	36397	313246
1041	36466	313500
1042	36506	313505
1043	36539	313453
1044	36572	313401
1045	36605	313353
1046	36638	313295
1047	36670	313239
1048	36703	313184
1049	36735	313130
1050	36768	313073
1051	36800	313014
1052	36833	312958
1053	36865	312899
1054	36902	312884
1055	36942	312894
1056	36979	312876
1057	37012	312824
1058	37046	312777
1059	37079	312723
1060	37111	312670
1061	37145	312624
1062	37182	312604
1063	37215	312551
1064	37247	312497
1065	37279	312436
1066	37312	312382
1067	37346	312339
1068	37378	312283
1069	37411	312228
1070	37444	312174
1071	37508	312381
1072	37541	312330
1073	37574	312282
1074	37606	312222
1075	37638	312162
1076	37670	312100
1077	37703	312050
1078	37735	311993
1079	37768	311940
1080	37800	311878
1081	37833	311827
1082	37865	311770
1083	37899	311724
1084	37937	311712
1085	37976	311715
1086	38009	311663
1087	38042	311613
1088	38075	311558
1089	38107	311503
1090	38141	311456
1091	38173	311404
1092	38206	311349
1093	38239	311299
1094	38270	311235
1095	38303	311180
1096	38335	311125
1097	38370	311085
1098	38403	311038
1099	38439	311008
1100	38474	310972
1101	38545	311235
1102	38578	311182
1103	38610	311126
1104	38643	311070
1105	38676	311016
1106	38708	310965
1107	38741	310912
1108	38773	310853
1109	38807	310807
1110	38839	310751
1111	38871	310693
1112	38904	310640
1113	38945	310652
1114	38983	310643
1115	39019	310615
1116	39053	310573
1117	39085	310518
1118	39119	310471
1119	39152	310423
1120	39186	310381
1121	39220	310337
1122	39252	310283
1123	39294	310301
1124	39327	310251
1125	39360	310198
1126	39393	310150
1127	39430	310130
1128	39464	310085
1129	39529	310287
1130	39563	310246
1131	39596	310199
1132	39637	310208
1133	39669	310152
1134	39702	310100
1135	39734	310044
1136	39767	309988
1137	39800	309937
1138	39820	309787
1139	39852	309733
1140	39885	309681
1141	39918	309629
1142	39960	309652
1143	39999	309649
1144	40039	309653
1145	40080	309659
1146	40118	309651
1147	40150	309596
1148	40188	309579
1149	40234	309630
1150	40269	309594
1151	40303	309551
1152	40335	309494
1153	40366	309430
1154	40404	309421
1155	40438	309373
1156	40470	309321
1157	40533	309496
1158	40568	309459
1159	40601	309409
1160	40634	309358
1161	40667	309311
1162	40700	309259
1163	40734	309219
1164	40771	309196
1165	40804	309146
1166	40837	309094
1167	40883	309145
1168	40916	309097
1169	40951	309062
1170	40995	309094
1171	41038	309119
1172	41081	309144
1173	41114	309096
1174	41147	309046
1175	41180	308994
1176	41213	308941
1177	41246	308896
1178	41279	308845
1179	41311	308787
1180	41347	308759
1181	41381	308718
1182	41414	308665
1183	41448	308620
1184	41480	308567
1185	41550	308787
1186	41583	308743
1187	41617	308695
1188	41649	308643
1189	41682	308590
1190	41715	308540
1191	41747	308482
1192	41779	308424
1193	41813	308385
1194	41846	308335
1195	41879	308285
1196	41911	308230
1197	41944	308175
1198	41983	308169
1199	42022	308168
1200	42064	308181
1201	42098	308139
1202	42132	308096
1203	42165	308047
1204	42198	307998
1205	42232	307950
1206	42264	307899
1207	42296	307842
1208	42328	307786
1209	42366	307769
1210	42399	307722
1211	42433	307677
1212	42466	307628
1213	42498	307575
1214	42589	307941
1215	42631	307958
1216	42663	307900
1217	42696	307848
1218	42728	307790
1219	42760	307734
1220	42792	307679
1221	42825	307629
1222	42865	307631
1223	42898	307579
1224	42931	307533
1225	42965	307486
1226	42997	307432
1227	43037	307431
1228	43075	307414
1229	43112	307397
1230	43144	307341
1231	43177	307291
1232	43213	307260
1233	43246	307210
1234	43279	307163
1235	43311	307107
1236	43349	307089
1237	43381	307033
1238	43413	306979
1239	43446	306930
1240	43478	306875
1241	43513	306837
1242	43546	306789
1243	43579	306735
1244	43645	306921
1245	43679	306876
1246	43711	306823
1247	43744	306769
1248	43776	306714
1249	43808	306661
1250	43840	306603
1251	43873	306550
1252	43906	306501
1253	43939	306454
1254	43971	306400
1255	44004	306350
1256	44043	306340
1257	44080	306324
1258	44115	306287
1259	44148	306237
1260	44184	306206
1261	44216	306154
1262	44249	306105
1263	44283	306058
1264	44308	305955
1265	44341	305909
1266	44375	305862
1267	44407	305811
1268	44440	305762
1269	44474	305717
1270	44508	305674
1271	44541	305625
1272	44574	305575
1273	44640	305754
1274	44674	305715
1275	44707	305663
1276	44740	305613
1277	44772	305557
1278	44804	305502
1279	44836	305451
1280	44868	305393
1281	44901	305344
1282	44934	305293
1283	44967	305245
1284	44999	305192
1285	45032	305143
1286	45071	305137
1287	45110	305125
1288	45146	305096
1289	45179	305046
1290	45210	304990
1291	45242	304934
1292	45279	304912
1293	45314	304874
1294	45347	304823
1295	45379	304771
1296	45411	304719
1297	45444	304667
1298	45476	304614
1299	45510	304570
1300	45543	304521
1301	45576	304475
1302	45628	304550
1303	45686	304667
1304	45719	304621
1305	45752	304570
1306	45784	304516
1307	45816	304462
1308	45849	304411
1309	45882	304364
1310	45915	304318
1311	45948	304269
1312	45980	304214
1313	46012	304161
1314	46046	304117
1315	46080	304076
1316	46120	304075
1317	46162	304086
1318	46196	304041
1319	46229	303992
1320	46268	303985
1321	46302	303940
1322	46335	303893
1323	46372	303874
1324	46408	303844
1325	46441	303795
1326	46474	303748
1327	46506	303695
1328	46539	303644
1329	46572	303598
1330	46605	303549
1331	46653	303596
1332	46709	303701
1333	46743	303657
1334	46775	303603
1335	46807	303548
1336	46840	303496
1337	46872	303442
1338	46903	303387
1339	46936	303333
1340	46968	303284
1341	47002	303242
1342	47035	303189
1343	47067	303134
1344	47101	303098
1345	47140	303086
1346	47179	303076
1347	47215	303050
1348	47257	303060
1349	47293	303028
1350	47325	302976
1351	47358	302927
1352	47391	302879
1353	47424	302827
1354	47458	302790
1355	47493	302750
1356	47524	302694
1357	47556	302640
1358	47588	302586
1359	47620	302531
1360	47653	302482
1361	47719	302647
1362	47753	302603
1363	47786	302553
1364	47818	302499
1365	47851	302453
1366	47884	302406
1367	47917	302358
1368	47950	302310
1369	47984	302266
1370	48016	302214
1371	48049	302164
1372	48083	302123
1373	48116	302073
1374	48155	302066
1375	48196	302067
1376	48241	302094
1377	48279	302081
1378	48312	302034
1379	48345	301981
1380	48378	301935
1381	48410	301882
1382	48443	301836
1383	48476	301790
1384	48509	301736
1385	48541	301684
1386	48573	301631
1387	48605	301576
1388	48637	301525
1389	48670	301479
1390	48741	301663
1391	48776	301628
1392	48808	301577
1393	48842	301531
1394	48874	301478
1395	48906	301426
1396	48937	301369
1397	48969	301314
1398	49003	301272
1399	49036	301226
1400	49069	301176
1401	49101	301125
1402	49133	301069
1403	49168	301033
1404	49212	301053
1405	49251	301041
1406	49286	301011
1407	49320	300965
1408	49342	300850
1409	49375	300806
1410	49408	300757
1411	49441	300713
1412	49475	300666
1413	49508	300619
1414	49541	300573
1415	49573	300521
1416	49606	300475
1417	49642	300447
1418	49677	300408
1419	49709	300359
1420	49777	300523
1421	49817	300516
1422	49851	300472
1423	49887	300443
1424	49919	300393
1425	49953	300353
1426	49994	300352
1427	50027	300303
1428	50059	300251
1429	50093	300209
1430	50125	300159
1431	50159	300116
1432	50197	300096
1433	50236	300088
1434	50274	300069
1435	50286	299895
1436	50320	299855
1437	50373	299926
1438	50410	299907
1439	50449	299894
1440	50481	299842
1441	50514	299793
1442	50551	299772
1443	50588	299744
1444	50624	299717
1445	50650	299628
1446	50683	299583
1447	50716	299534
1448	50764	299576
1449	50874	299986
1450	50921	300019
1451	50960	300006
1452	51005	300030
1453	51060	300110
1454	51105	300132
1455	51135	300070
1456	51168	300021
1457	51206	300006
1458	51238	299952
1459	51275	299928
1460	51315	299922
1461	51354	299908
1462	51394	299901
1463	51431	299876
1464	51468	299851
1465	51500	299797
1466	51534	299759
1467	51566	299704
1468	51607	299704
1469	51641	299663
1470	51674	299612
1471	51716	299620
1472	51751	299582
1473	51785	299538
1474	51819	299496
1475	51894	299695
1476	51933	299682
1477	51966	299635
1478	52002	299601
1479	52045	299610
1480	52083	299592
1481	52132	299639
1482	52205	299819
1483	52255	299869
1484	52301	299899
1485	52340	299881
1486	52386	299908
1487	52423	299884
1488	52464	299880
1489	52499	299846
1490	52530	299788
1491	52577	299820
1492	52613	299788
1493	52644	299729
1494	52675	299669
1495	52708	299618
1496	52744	299588
1497	52778	299545
1498	52818	299537
1499	52852	299496
1500	52933	299721
1501	52969	299688
1502	52983	299534
1503	53016	299488
1504	53050	299444
1505	53083	299396
1506	53119	299367
1507	53154	299326
1508	53188	299284
1509	53221	299238
1510	53254	299193
1511	53290	299160
1512	53325	299123
1513	53362	299098
1514	53404	299102
1515	53443	299084
1516	53476	299040
1517	53510	298997
1518	53544	298954
1519	53581	298929
1520	53618	298901
1521	53651	298857
1522	53685	298812
1523	53718	298765
1524	53751	298719
1525	53784	298672
1526	53818	298627
1527	53852	298582
1528	53886	298543
1529	53950	298665
1530	54000	298711
1531	54033	298665
1532	54065	298613
1533	54101	298579
1534	54136	298542
1535	54169	298496
1536	54202	298448
1537	54235	298402
1538	54270	298364
1539	54303	298314
1540	54335	298265
1541	54368	298218
1542	54405	298191
1543	54448	298198
1544	54489	298191
1545	54527	298173
1546	54568	298167
1547	54602	298125
1548	54635	298078
1549	54668	298033
1550	54702	297988
1551	54735	297939
1552	54773	297919
1553	54820	297948
1554	54853	297899
1555	54884	297842
1556	54916	297788
1557	54947	297732
1558	55023	297916
1559	55056	297871
1560	55094	297850
1561	55127	297803
1562	55161	297760
1563	55194	297711
1564	55228	297668
1565	55261	297619
1566	55293	297571
1567	55327	297527
1568	55360	297478
1569	55393	297430
1570	55427	297386
1571	55469	297390
1572	55510	297382
1573	55551	297381
1574	55587	297348
1575	55620	297301
1576	55653	297254
1577	55687	297212
1578	55720	297164
1579	55753	297117
1580	55787	297076
1581	55819	297024
1582	55853	296977
1583	55885	296927
1584	55917	296874
1585	55951	296830
1586	55987	296798
1587	56064	296986
1588	56100	296955
1589	56134	296912
1590	56167	296866
1591	56189	296759
1592	56221	296709
1593	56254	296659
1594	56288	296617
1595	56321	296569
1596	56357	296537
1597	56394	296512
1598	56428	296469
1599	56463	296431
1600	56502	296418
1601	56542	296408
1602	56581	296392
1603	56618	296362
1604	56653	296326
1605	56686	296281
1606	56719	296231
1607	56752	296186
1608	56786	296141
1609	56818	296093
1610	56866	296120
1611	56898	296069
1612	56930	296019
1613	56964	295977
1614	57002	295954
1615	57067	296072
1616	57126	296161
1617	57159	296113
1618	57192	296067
1619	57226	296020
1620	57259	295978
1621	57292	295929
1622	57325	295881
1623	57339	295738
1624	57373	295693
1625	57406	295646
1626	57439	295597
1627	57472	295554
1628	57506	295512
1629	57544	295488
1630	57583	295471
1631	57621	295452
1632	57662	295445
1633	57708	295463
1634	57745	295440
1635	57766	295329
1636	57800	295286
1637	57832	295237
1638	57865	295189
1639	57898	295143
1640	57932	295097
1641	57965	295049
1642	57998	295007
1643	58037	294987
1644	58107	295130
1645	58176	295263
1646	58210	295224
1647	58244	295181
1648	58277	295133
1649	58310	295084
1650	58343	295041
1651	58376	294992
1652	58409	294943
1653	58442	294895
1654	58474	294845
1655	58507	294799
1656	58540	294750
1657	58573	294705
1658	58614	294697
1659	58657	294700
1660	58690	294656
1661	58724	294614
1662	58757	294562
1663	58791	294520
1664	58823	294471
1665	58856	294422
