iter	MAE
1665	2.024293761
1666	2.024241897
1667	2.024207393
1668	2.024130872
1669	2.024113306
1670	2.024072176
1671	2.023956639
1672	2.023939871
1673	2.023868174
1674	2.023852428
1675	2.023827321
1676	2.0238117
1677	2.023760366
1678	2.023739418
1679	2.023688368
1680	2.023645269
1681	2.023569154
1682	2.023559534
1683	2.023537808
1684	2.023521762
1685	2.023409545
1686	2.023375967
1687	2.023299394
1688	2.023272911
1689	2.023218339
1690	2.023194418
1691	2.023166732
1692	2.023130497
1693	2.02309606
1694	2.023075342
1695	2.022984929
1696	2.022966899
1697	2.022853341
1698	2.022822128
1699	2.022812209
1700	2.022809834
1701	2.022775474
1702	2.022751775
1703	2.02269306
1704	2.022624031
1705	2.022546804
1706	2.022519324
1707	2.022417764
1708	2.022372322
1709	2.022345264
1710	2.022254395
1711	2.022218161
1712	2.022189448
1713	2.02214303
1714	2.022104924
1715	2.022076421
1716	2.021967739
1717	2.021921233
1718	2.021913386
1719	2.02189882
1720	2.021862091
1721	2.021831517
1722	2.021790206
1723	2.021763156
1724	2.021737209
1725	2.021669457
1726	2.021639665
1727	2.021580519
1728	2.021495211
1729	2.02141857
1730	2.021290037
1731	2.021255804
1732	2.021221372
1733	2.021158629
1734	2.021111061
1735	2.021060772
1736	2.02100416
1737	2.020986309
1738	2.02094756
1739	2.0209285
1740	2.020887058
1741	2.020847985
1742	2.020769493
1743	2.020732329
1744	2.020670451
1745	2.020631207
1746	2.020598848
1747	2.020536313
1748	2.02052088
1749	2.02049149
1750	2.020471066
1751	2.02039902
1752	2.020356403
1753	2.020302565
1754	2.020291085
1755	2.020216338
1756	2.02020313
1757	2.020149291
1758	2.020107609
1759	2.020086955
1760	2.020044489
1761	2.019993786
1762	2.019945576
1763	2.01993997
1764	2.019883568
1765	2.019831623
1766	2.019740577
1767	2.019661515
1768	2.019617092
1769	2.019610165
1770	2.019570375
1771	2.019533328
1772	2.019483843
1773	2.019443593
1774	2.019327234
1775	2.019260229
1776	2.019243052
1777	2.019227301
1778	2.019155429
1779	2.019141893
1780	2.019099009
1781	2.019064783
1782	2.01901522
1783	2.019004947
1784	2.018966452
1785	2.018943318
1786	2.018897064
1787	2.018731474
1788	2.018698898
1789	2.018664294
1790	2.018597672
1791	2.018583178
1792	2.018537018
1793	2.018453474
1794	2.01831528
1795	2.018280855
1796	2.018215516
1797	2.018194172
1798	2.018128344
1799	2.018085638
1800	2.018067564
1801	2.018022486
1802	2.018018363
1803	2.017981069
1804	2.017858255
1805	2.017738979
1806	2.01769414
1807	2.017661456
1808	2.017564897
1809	2.017558269
1810	2.017530702
1811	2.017485421
1812	2.017483036
1813	2.017438171
1814	2.017369204
1815	2.017330105
1816	2.017313802
1817	2.017269488
1818	2.017218396
1819	2.017178509
1820	2.017099714
1821	2.017077686
1822	2.017055646
1823	2.016994557
1824	2.016960737
1825	2.016883326
1826	2.016848779
1827	2.016812112
1828	2.016737204
1829	2.016692359
1830	2.016652337
1831	2.016630041
1832	2.016606833
1833	2.016570132
1834	2.016513448
1835	2.016487629
1836	2.016452882
1837	2.016393804
1838	2.016371544
1839	2.016353138
1840	2.016306057
1841	2.016270811
1842	2.016225215
1843	2.016188308
1844	2.016084998
1845	2.016059993
1846	2.015982796
1847	2.015946174
1848	2.015925447
1849	2.015906407
1850	2.015821164
1851	2.015798676
1852	2.015661594
1853	2.015580268
1854	2.015518051
1855	2.015477454
1856	2.01541221
1857	2.015339055
1858	2.015285121
1859	2.015262712
1860	2.015208363
1861	2.015184116
1862	2.015111305
1863	2.015091765
1864	2.015063496
1865	2.015025076
1866	2.015010761
1867	2.01500028
1868	2.014960171
1869	2.014915459
1870	2.014898177
1871	2.014867487
1872	2.014826051
1873	2.014811476
1874	2.014772577
1875	2.014685481
1876	2.014655674
1877	2.014637618
1878	2.014597617
1879	2.014525722
1880	2.014476905
1881	2.014432503
1882	2.014361186
1883	2.014270846
1884	2.014229493
1885	2.014181618
1886	2.01408489
1887	2.01406889
1888	2.014064028
1889	2.013978897
1890	2.013968595
1891	2.013958152
1892	2.013924769
1893	2.013813673
1894	2.013764256
1895	2.013744728
1896	2.013677866
1897	2.013591677
1898	2.013520245
1899	2.013507344
1900	2.013470469
1901	2.013384108
1902	2.013340521
1903	2.013286973
1904	2.013261695
1905	2.013187371
1906	2.013149422
1907	2.013092151
1908	2.013067281
1909	2.013043768
1910	2.013001263
1911	2.012985579
1912	2.012922677
1913	2.012894207
1914	2.012838085
1915	2.012810642
1916	2.012769579
1917	2.012709089
1918	2.012662201
1919	2.012492035
1920	2.012454168
1921	2.012437536
1922	2.012409975
1923	2.012384345
1924	2.012355
1925	2.012259044
1926	2.012240156
1927	2.012220623
1928	2.012206158
1929	2.012178723
1930	2.012117494
1931	2.012040043
1932	2.011969493
1933	2.011931015
1934	2.011891402
1935	2.011877701
1936	2.0118112
1937	2.011787903
1938	2.011751008
1939	2.011675264
1940	2.011628287
1941	2.011543141
1942	2.011521287
1943	2.011461514
1944	2.011430946
1945	2.011379768
1946	2.011361068
1947	2.011325774
1948	2.011299548
1949	2.011279654
1950	2.011251778
1951	2.011230426
1952	2.011181175
1953	2.011158132
1954	2.011128322
1955	2.011066198
1956	2.011007362
1957	2.010972262
1958	2.010936744
1959	2.01089637
1960	2.010822982
1961	2.010759114
1962	2.010647265
1963	2.010601137
1964	2.010541805
1965	2.01047578
1966	2.010460648
1967	2.010403654
1968	2.010356101
1969	2.010297847
1970	2.010253026
1971	2.010204427
1972	2.010129704
1973	2.01006564
1974	2.00998349
1975	2.009913138
1976	2.009836667
1977	2.009795023
1978	2.009780095
1979	2.009758385
1980	2.009639009
1981	2.009621793
1982	2.009572484
1983	2.009486957
1984	2.009466489
1985	2.009440251
1986	2.009371683
1987	2.0093081
1988	2.009298441
1989	2.009296807
1990	2.00925811
1991	2.009210499
1992	2.009130156
1993	2.009095786
1994	2.009057527
1995	2.009024681
1996	2.008971427
1997	2.008920433
1998	2.008869165
1999	2.008813146
2000	2.008786506
2001	2.008701596
2002	2.00863548
2003	2.008569993
2004	2.008551359
2005	2.00848076
2006	2.008415412
2007	2.008405204
2008	2.008372524
2009	2.008358486
2010	2.008348218
2011	2.008311356
2012	2.008222658
2013	2.008189916
2014	2.008151546
2015	2.008136501
2016	2.008016252
2017	2.007945558
2018	2.007913995
2019	2.007830194
2020	2.007789341
2021	2.007752381
2022	2.007742506
2023	2.007728495
2024	2.007726966
2025	2.007699999
2026	2.007688259
2027	2.007652111
2028	2.007623669
2029	2.007581787
2030	2.007569402
2031	2.007542151
2032	2.007492089
2033	2.007462273
2034	2.007426056
2035	2.007343668
2036	2.007309207
2037	2.007279451
2038	2.007263817
2039	2.007145355
2040	2.007109091
2041	2.007059561
2042	2.006971684
2043	2.006940907
2044	2.006851663
2045	2.006800351
2046	2.006693842
2047	2.006617368
2048	2.006577969
2049	2.006483536
2050	2.006462705
2051	2.006410135
2052	2.00637823
2053	2.006273753
2054	2.006202461
2055	2.006079977
2056	2.006063759
2057	2.006042668
2058	2.006010787
2059	2.00598748
2060	2.005960953
2061	2.005938656
2062	2.005903285
2063	2.005887512
2064	2.005811562
2065	2.005800794
2066	2.005789116
2067	2.005742996
2068	2.00571378
2069	2.005697605
2070	2.005645183
2071	2.00560551
2072	2.00557348
2073	2.005552184
2074	2.00551134
2075	2.005498008
2076	2.00544632
2077	2.00540609
2078	2.005329797
2079	2.005283263
2080	2.005244653
2081	2.005217734
2082	2.005149518
2083	2.005082097
2084	2.005001598
2085	2.004988474
2086	2.004896057
2087	2.00484375
2088	2.004807087
2089	2.004722057
2090	2.00468993
2091	2.004645161
2092	2.00459575
2093	2.004559155
2094	2.004544259
2095	2.004508969
2096	2.004431422
2097	2.004360079
2098	2.004329835
2099	2.004274791
2100	2.004238863
2101	2.004204919
2102	2.004152637
2103	2.004136881
2104	2.00408474
2105	2.004047857
2106	2.004022966
2107	2.004017961
2108	2.004009468
2109	2.003976584
2110	2.003967998
2111	2.003930651
2112	2.003823298
2113	2.003774036
2114	2.003727289
2115	2.003701355
2116	2.003687916
2117	2.003644611
2118	2.003569807
2119	2.003535077
2120	2.003498541
2121	2.003440278
2122	2.003429067
2123	2.003369102
2124	2.003329974
2125	2.003294184
2126	2.003212537
2127	2.003121213
2128	2.003113398
2129	2.003064538
2130	2.003014397
2131	2.002992951
2132	2.002929766
2133	2.002890606
2134	2.002867113
2135	2.002829754
2136	2.002806085
2137	2.002767684
2138	2.002723696
2139	2.002661703
2140	2.002594572
2141	2.002540341
2142	2.002515222
2143	2.002448337
2144	2.002405553
2145	2.002385204
2146	2.002352583
2147	2.002332039
2148	2.002229988
2149	2.002177324
2150	2.002144184
2151	2.002071249
2152	2.002046697
2153	2.002018716
2154	2.00198981
2155	2.001970176
2156	2.001954404
2157	2.00194892
2158	2.001930607
2159	2.001906979
2160	2.001880395
2161	2.001844136
2162	2.001833877
2163	2.001812869
2164	2.001773294
2165	2.001697272
2166	2.001688258
2167	2.001667796
2168	2.001618942
2169	2.001522741
2170	2.001486251
2171	2.001429796
2172	2.00135926
2173	2.001299699
2174	2.001286113
2175	2.001271636
2176	2.001238012
2177	2.00117727
2178	2.001149042
2179	2.001107612
2180	2.00110693
2181	2.001104818
2182	2.001079987
2183	2.001020218
2184	2.000921164
2185	2.000879446
2186	2.000749912
2187	2.000722404
2188	2.000689428
2189	2.000678867
2190	2.000661123
2191	2.000624038
2192	2.000506477
2193	2.000494088
2194	2.000420993
2195	2.000345156
2196	2.000263461
2197	2.000249585
2198	2.000218373
2199	2.000178054
2200	2.000100675
2201	2.000073584
2202	2.000020469
2203	1.999922747
2204	1.999910846
2205	1.99983214
2206	1.999769777
2207	1.999746192
2208	1.999690835
2209	1.999631231
2210	1.999537882
2211	1.999489094
2212	1.99946228
2213	1.999424843
2214	1.999368781
2215	1.999328413
2216	1.999276165
2217	1.999255981
2218	1.99921079
2219	1.999175211
2220	1.999140406
2221	1.999083825
2222	1.998979815
2223	1.99893276
2224	1.99885799
2225	1.998827795
2226	1.998821358
2227	1.998768006
2228	1.998742611
2229	1.998685013
2230	1.998637082
2231	1.998591267
2232	1.998587306
2233	1.998572117
2234	1.998552694
2235	1.998509079
2236	1.998497587
2237	1.998453593
2238	1.998401551
2239	1.998368187
2240	1.998307522
2241	1.998231443
2242	1.998215902
2243	1.998205416
2244	1.998161691
2245	1.998113975
2246	1.998062049
2247	1.998044676
2248	1.997987427
2249	1.997963745
2250	1.99794088
2251	1.99787732
2252	1.99780808
2253	1.997736601
2254	1.997721569
2255	1.997662299
2256	1.99763636
2257	1.997543365
2258	1.997518736
2259	1.997461821
2260	1.997436161
2261	1.997379175
2262	1.997328386
2263	1.9972702
2264	1.99710345
2265	1.997082901
2266	1.997049843
2267	1.997020669
2268	1.996997518
2269	1.996927708
2270	1.996926063
2271	1.996845682
2272	1.996799233
2273	1.996756005
2274	1.996669013
2275	1.996640525
2276	1.996597182
2277	1.996585559
2278	1.996520896
2279	1.996468764
2280	1.9964304
2281	1.996334063
2282	1.996314461
2283	1.996266614
2284	1.996219821
2285	1.996200916
2286	1.996184175
2287	1.996149251
2288	1.996141446
2289	1.996119135
2290	1.996099917
2291	1.995993131
2292	1.995944236
2293	1.995887764
2294	1.995850126
2295	1.995799739
2296	1.995732269
2297	1.995676122
2298	1.99565654
2299	1.995581519
2300	1.995537692
2301	1.995474961
2302	1.995442497
2303	1.995408003
2304	1.995392439
2305	1.995299741
2306	1.995243576
2307	1.995211038
2308	1.995181944
2309	1.995156657
2310	1.995138742
2311	1.995069161
2312	1.994997321
2313	1.994946212
2314	1.994926585
2315	1.994892978
2316	1.994882686
2317	1.994859503
2318	1.994811888
2319	1.994785034
2320	1.994762102
2321	1.994702438
2322	1.994683082
2323	1.994667416
2324	1.994637878
2325	1.994580323
2326	1.994573663
2327	1.99456044
2328	1.994533962
2329	1.994477803
2330	1.994433112
2331	1.994416861
2332	1.99435565
2333	1.994322773
2334	1.99426152
2335	1.994224848
2336	1.994215594
2337	1.994163651
2338	1.994132485
2339	1.994102959
2340	1.994072985
2341	1.994023335
2342	1.993969191
2343	1.99393192
2344	1.993900306
2345	1.993820757
2346	1.993787232
2347	1.993708349
2348	1.993660186
2349	1.993613022
2350	1.993561784
2351	1.993524147
2352	1.993491299
2353	1.993451374
2354	1.993439414
2355	1.993359141
2356	1.993345219
2357	1.993319164
2358	1.993255921
2359	1.993225567
2360	1.993170157
2361	1.993114818
2362	1.993096595
2363	1.993006946
2364	1.99298086
2365	1.992953677
2366	1.992904985
2367	1.992890452
2368	1.992879882
2369	1.992857827
2370	1.992820201
2371	1.992801344
2372	1.9927824
2373	1.992737643
2374	1.992686825
2375	1.992646476
2376	1.992610039
2377	1.992574359
2378	1.99254801
2379	1.992523271
2380	1.992515005
2381	1.992501984
2382	1.992489882
2383	1.992438055
2384	1.992435543
2385	1.992402825
2386	1.992363464
2387	1.992352318
2388	1.992332923
2389	1.992311315
2390	1.992304263
2391	1.992280186
2392	1.992245383
2393	1.992147598
2394	1.992128413
2395	1.992096614
2396	1.991985128
2397	1.99193601
2398	1.991878869
2399	1.991869669
2400	1.99185666
2401	1.991845037
2402	1.991837148
2403	1.991801383
2404	1.991763475
2405	1.991739658
2406	1.991723606
2407	1.991639596
2408	1.991630831
2409	1.991594515
2410	1.991587675
2411	1.991566629
2412	1.991492227
2413	1.991447017
2414	1.991400091
2415	1.991343095
2416	1.991237056
2417	1.991196305
2418	1.991177947
2419	1.991100158
2420	1.991038152
2421	1.99101644
2422	1.99099577
2423	1.99097672
2424	1.990920142
2425	1.990878446
2426	1.990854871
2427	1.990837044
2428	1.990818368
2429	1.990785715
2430	1.990723394
2431	1.990673007
2432	1.990614715
2433	1.990565597
2434	1.990539164
2435	1.990524069
2436	1.99049736
2437	1.990459302
2438	1.990408142
2439	1.990359306
2440	1.990332553
2441	1.99027813
2442	1.990192208
2443	1.99015707
2444	1.990107616
2445	1.990078618
2446	1.990038299
2447	1.990009656
2448	1.989986377
2449	1.989983842
2450	1.989946358
2451	1.989916757
2452	1.989893492
2453	1.989870791
2454	1.989852179
2455	1.989832651
2456	1.989791044
2457	1.989762499
2458	1.989706725
2459	1.989651089
2460	1.989615967
2461	1.989595359
2462	1.989481181
2463	1.989444567
2464	1.989357606
2465	1.989335308
2466	1.989327007
2467	1.989296322
2468	1.98926512
2469	1.989226175
2470	1.989205329
2471	1.989168239
2472	1.989135504
2473	1.989094305
2474	1.989069536
2475	1.989027496
2476	1.989003556
2477	1.988956898
2478	1.988948571
2479	1.988895122
2480	1.988866739
2481	1.988832473
2482	1.988816799
2483	1.98880674
2484	1.988756504
2485	1.988730538
2486	1.988725031
2487	1.988638288
2488	1.98861144
2489	1.988584745
2490	1.988571266
2491	1.988530485
2492	1.98846703
2493	1.988447664
2494	1.988418238
2495	1.988384547
2496	1.988371449
2497	1.988366863
2498	1.988346691
2499	1.988300255
2500	1.988278187
2501	1.988209408
2502	1.988155845
2503	1.98813987
2504	1.988090047
2505	1.988019998
2506	1.987964605
2507	1.987926351
2508	1.987872882
2509	1.987842682
2510	1.987794666
2511	1.987709441
2512	1.987656939
2513	1.987642389
2514	1.987565372
2515	1.987563602
2516	1.987508838
2517	1.987441893
2518	1.987377277
2519	1.98734996
2520	1.987342255
2521	1.987312091
2522	1.987301484
2523	1.987278139
2524	1.987241481
2525	1.98721716
2526	1.987166378
2527	1.987091224
2528	1.987051289
2529	1.986990555
2530	1.986963712
2531	1.986938749
2532	1.986895538
2533	1.986848995
2534	1.986804945
2535	1.986769915
2536	1.986761831
2537	1.986730952
2538	1.986682869
2539	1.986599486
2540	1.986523976
2541	1.986496251
2542	1.986460392
2543	1.986416241
2544	1.986401427
2545	1.9863222
2546	1.98628698
2547	1.986261364
2548	1.986229181
2549	1.986211058
2550	1.986177066
2551	1.986176869
2552	1.986103275
2553	1.986071585
2554	1.98601141
2555	1.986000433
2556	1.985974572
2557	1.985945663
2558	1.985936538
2559	1.985859561
2560	1.985848574
2561	1.985792421
2562	1.985758667
2563	1.985691834
2564	1.985666647
2565	1.985632507
2566	1.985602125
2567	1.985562983
2568	1.985548189
2569	1.985521972
2570	1.985443687
2571	1.985352599
2572	1.98535026
2573	1.98528048
2574	1.985247092
2575	1.985174116
2576	1.985148577
2577	1.984998638
2578	1.984984373
2579	1.984957431
2580	1.984927985
2581	1.984849037
2582	1.984808799
2583	1.984772498
2584	1.984721294
2585	1.984686532
2586	1.984670759
2587	1.984660869
2588	1.984601891
2589	1.984577689
2590	1.984485954
2591	1.984459921
2592	1.98439309
2593	1.984363871
2594	1.984351758
2595	1.984287451
2596	1.984201275
2597	1.984157838
2598	1.984137834
2599	1.984118789
2600	1.984086436
2601	1.984080774
2602	1.984071834
2603	1.984009334
2604	1.983893572
2605	1.983888853
2606	1.983872613
2607	1.983833339
2608	1.983807661
2609	1.983764993
2610	1.983762687
2611	1.983726049
2612	1.983688569
2613	1.983589961
2614	1.983578735
2615	1.983552023
2616	1.983538289
2617	1.983523005
2618	1.983516002
2619	1.983474584
2620	1.983455783
2621	1.983386688
2622	1.98336196
2623	1.983346457
2624	1.983218526
2625	1.9831817
2626	1.983132079
2627	1.983089694
2628	1.983058848
2629	1.982997449
2630	1.982946804
2631	1.982938836
2632	1.982877404
2633	1.982806134
2634	1.982767698
2635	1.98274686
2636	1.982697031
2637	1.982669589
2638	1.982650705
2639	1.982639155
2640	1.982594811
2641	1.982551664
2642	1.982515741
2643	1.982477431
2644	1.982437021
2645	1.982417993
2646	1.982353017
2647	1.982333999
2648	1.982312551
2649	1.982238429
2650	1.982222177
2651	1.982170283
2652	1.982136141
2653	1.982126411
2654	1.98209047
2655	1.982078833
2656	1.982054462
2657	1.982040153
2658	1.982020142
2659	1.981984022
2660	1.9818781
2661	1.981854285
2662	1.981820547
2663	1.981807891
2664	1.981756384
2665	1.981691121
2666	1.981663485
2667	1.981624382
2668	1.981611073
2669	1.981600956
2670	1.981587445
2671	1.98152563
2672	1.981485295
2673	1.981473245
2674	1.9813975
2675	1.981386214
2676	1.981367006
2677	1.981267666
2678	1.98119376
2679	1.981156583
2680	1.981138921
2681	1.981099703
2682	1.981051585
2683	1.980937918
2684	1.980937207
2685	1.980906958
2686	1.980895146
2687	1.980876283
2688	1.980851948
2689	1.98083684
2690	1.980821084
2691	1.980784448
2692	1.980740554
2693	1.980701079
2694	1.980663058
2695	1.980607976
2696	1.980584414
2697	1.980552999
2698	1.980531343
2699	1.980428585
2700	1.980360439
2701	1.980347775
2702	1.980322492
2703	1.980289011
2704	1.980262321
2705	1.980230758
2706	1.980201415
2707	1.980184978
2708	1.980171563
2709	1.980144814
2710	1.980133947
2711	1.980064716
2712	1.980016953
2713	1.979996121
2714	1.979983658
2715	1.979977741
2716	1.979918417
2717	1.979903429
2718	1.9798777
2719	1.979836292
2720	1.979768071
2721	1.979744685
2722	1.979692963
2723	1.979676259
2724	1.979669708
2725	1.97960847
2726	1.979566188
2727	1.979547157
2728	1.979474186
2729	1.97943027
2730	1.979425553
2731	1.979382432
2732	1.979317666
2733	1.979284636
2734	1.979271129
2735	1.97925613
2736	1.979207661
2737	1.979198979
2738	1.97918573
2739	1.979156132
2740	1.979126521
2741	1.979113197
2742	1.979106209
2743	1.979054615
2744	1.979047949
2745	1.978988896
2746	1.978919509
2747	1.978870412
2748	1.978856907
2749	1.978765855
2750	1.978750103
2751	1.978723509
2752	1.978705396
2753	1.978692441
2754	1.978684418
2755	1.978611374
2756	1.978601468
2757	1.978548827
2758	1.978503638
2759	1.978467245
2760	1.978440941
2761	1.978433406
2762	1.978391477
2763	1.978377872
2764	1.978349926
2765	1.978337899
2766	1.978325253
2767	1.978321821
2768	1.978279092
2769	1.978243894
2770	1.978230239
2771	1.97816899
2772	1.978068164
2773	1.978055796
2774	1.978029914
2775	1.977974522
2776	1.977938698
2777	1.977825343
2778	1.977811819
2779	1.977764046
2780	1.977749853
2781	1.977737613
2782	1.977720761
2783	1.977631112
2784	1.977604574
2785	1.97758266
2786	1.977565508
2787	1.977514546
2788	1.977458568
2789	1.977337492
2790	1.977331433
2791	1.977263564
2792	1.977238532
2793	1.977209329
2794	1.977184101
2795	1.97712922
2796	1.977104397
2797	1.977064319
2798	1.97696788
2799	1.976924786
2800	1.976910182
2801	1.976910544
2802	1.976872622
2803	1.976860647
2804	1.976807423
2805	1.976709674
2806	1.976683583
2807	1.976657441
2808	1.976632357
2809	1.976621909
2810	1.976537686
2811	1.976448296
2812	1.976372481
2813	1.976364969
2814	1.976324392
2815	1.976314798
2816	1.97626062
2817	1.976224006
2818	1.976189758
2819	1.976177477
2820	1.976153954
2821	1.976135156
2822	1.976063121
2823	1.976005592
2824	1.975971269
2825	1.975946037
2826	1.975888044
2827	1.975872119
2828	1.975868897
2829	1.975863952
2830	1.975834767
2831	1.975813667
2832	1.97579859
2833	1.975739468
2834	1.975689963
2835	1.975622834
2836	1.975595398
2837	1.975545259
2838	1.975515322
2839	1.97550637
2840	1.975462336
2841	1.975445384
2842	1.97537983
2843	1.975353869
2844	1.97531869
2845	1.975307676
2846	1.975249508
2847	1.975229189
2848	1.975196061
2849	1.975169945
2850	1.975110154
2851	1.975090773
2852	1.975037216
2853	1.975014082
2854	1.974971555
2855	1.974958634
2856	1.974933222
2857	1.974867877
2858	1.97483541
2859	1.974775371
2860	1.974738649
2861	1.974722797
2862	1.974664819
2863	1.974660375
2864	1.974608464
2865	1.97457953
2866	1.974559775
2867	1.974557768
2868	1.974509734
2869	1.974488178
2870	1.974470008
2871	1.97443535
2872	1.974359056
2873	1.974312746
2874	1.974263314
2875	1.974252447
2876	1.974217514
2877	1.974203035
2878	1.974180948
2879	1.974164066
2880	1.97414238
2881	1.974045168
2882	1.974005854
2883	1.973998488
2884	1.973964706
2885	1.973929009
2886	1.973888713
2887	1.973857553
2888	1.973817376
2889	1.973790198
2890	1.973784118
2891	1.973774222
2892	1.973730675
2893	1.97370584
2894	1.973671947
2895	1.973627048
2896	1.97360835
2897	1.973601405
2898	1.973586223
2899	1.973548267
2900	1.973499315
2901	1.973485762
2902	1.973459346
2903	1.973444044
2904	1.973298918
2905	1.973251518
2906	1.973228501
2907	1.973213712
2908	1.973156747
2909	1.973138452
2910	1.973054026
2911	1.973010384
2912	1.972967656
2913	1.972859107
2914	1.972823827
2915	1.972769939
2916	1.9727528
2917	1.972740886
2918	1.972735984
2919	1.972653977
2920	1.972635853
2921	1.972605915
2922	1.972575119
2923	1.972537902
2924	1.972529012
2925	1.972513829
2926	1.972475885
2927	1.972450315
2928	1.972369268
2929	1.972314563
2930	1.972295392
2931	1.972211554
2932	1.97219463
2933	1.972153962
2934	1.972143241
2935	1.972097642
2936	1.97205758
2937	1.972047214
2938	1.972009208
2939	1.971988632
2940	1.971966097
2941	1.971947249
2942	1.971847682
2943	1.971811443
2944	1.971796479
2945	1.971707908
2946	1.971663804
2947	1.9716392
2948	1.971627835
2949	1.971571102
2950	1.971531625
2951	1.971520144
2952	1.971448127
2953	1.971432198
2954	1.971390127
2955	1.971369695
2956	1.97135288
2957	1.971307311
2958	1.971284217
2959	1.971265903
2960	1.97123899
2961	1.971179735
2962	1.971094662
2963	1.971087971
2964	1.971035126
2965	1.9709735
2966	1.970944814
2967	1.97091681
2968	1.970833662
2969	1.970807317
2970	1.970773098
2971	1.970732788
2972	1.970709936
2973	1.970695317
2974	1.970656285
2975	1.970626407
2976	1.970546221
2977	1.970536731
2978	1.970496834
2979	1.970444807
2980	1.970287377
2981	1.970256789
2982	1.970225632
2983	1.970199104
2984	1.970163852
2985	1.970093957
2986	1.970068102
2987	1.970039179
2988	1.969990422
2989	1.969978873
2990	1.969962002
2991	1.969920712
2992	1.969908984
2993	1.969895004
2994	1.969891773
2995	1.969860639
2996	1.969845303
2997	1.969829105
2998	1.969810246
2999	1.969763485
3000	1.969715762
3001	1.969641419
3002	1.96958218
3003	1.969486955
3004	1.96944591
3005	1.969396588
3006	1.969322878
3007	1.969249341
3008	1.969234136
3009	1.969203348
3010	1.969200318
3011	1.969166862
3012	1.969139297
3013	1.969118605
3014	1.969105091
3015	1.969057794
3016	1.969026609
3017	1.969022391
3018	1.968995725
3019	1.968941435
3020	1.968925944
3021	1.968845228
3022	1.968785999
3023	1.968784944
3024	1.968749018
3025	1.968724971
3026	1.968721182
3027	1.968704423
3028	1.968675356
3029	1.968646513
3030	1.968589542
3031	1.968570824
3032	1.968543801
3033	1.968468333
3034	1.968417823
3035	1.968388001
3036	1.968374105
3037	1.968364458
3038	1.968348834
3039	1.968343325
3040	1.968324429
3041	1.968316849
3042	1.968281368
3043	1.968248259
3044	1.96824034
3045	1.968173971
3046	1.968163218
3047	1.968095175
3048	1.968094807
3049	1.96807596
3050	1.968061397
3051	1.968029507
3052	1.967973531
3053	1.967950912
3054	1.967946948
3055	1.967937127
3056	1.967911553
3057	1.967905968
3058	1.967868656
3059	1.967814189
3060	1.967781482
3061	1.967750132
3062	1.967706353
3063	1.967652993
3064	1.967643224
3065	1.967634351
3066	1.967577567
3067	1.967558745
3068	1.967551184
3069	1.967532058
3070	1.967523713
3071	1.967513271
3072	1.967492788
3073	1.967459398
3074	1.967415305
3075	1.967415632
3076	1.96738845
3077	1.967370053
3078	1.967326194
3079	1.967307508
3080	1.96727004
3081	1.967266819
3082	1.967204522
3083	1.96716986
3084	1.967093153
3085	1.967084006
3086	1.967083061
3087	1.967020017
3088	1.966992419
3089	1.966931402
3090	1.966919438
3091	1.966887154
3092	1.966868263
3093	1.966835246
3094	1.96681138
3095	1.966784865
3096	1.966714574
3097	1.966671073
3098	1.9666556
3099	1.966612171
3100	1.966579119
3101	1.966563011
3102	1.966546706
3103	1.966478775
3104	1.966461111
3105	1.966452882
3106	1.966412425
3107	1.966323256
3108	1.966304068
3109	1.966296728
3110	1.966281153
3111	1.966216313
3112	1.966192476
3113	1.966177665
3114	1.966161712
3115	1.96612051
3116	1.966076447
3117	1.966025877
3118	1.966008145
3119	1.96592905
3120	1.96590881
3121	1.965830572
3122	1.965803264
3123	1.965787678
3124	1.965737423
3125	1.965687012
3126	1.965628095
3127	1.965581595
3128	1.965573155
3129	1.965560675
3130	1.965412921
3131	1.965397768
3132	1.96536695
3133	1.965346436
3134	1.96534214
3135	1.965337341
3136	1.965301008
3137	1.965243937
3138	1.965225951
3139	1.965225239
3140	1.965195905
3141	1.965137748
3142	1.96510377
3143	1.965096315
3144	1.9650816
3145	1.965021188
3146	1.964984942
3147	1.964938425
3148	1.964907804
3149	1.96487629
3150	1.9648464
3151	1.964838354
3152	1.964826778
3153	1.964822388
3154	1.964817195
3155	1.96478938
3156	1.964783445
3157	1.96470158
3158	1.964685317
3159	1.964671038
3160	1.964642162
3161	1.964616709
3162	1.964598987
3163	1.964592537
3164	1.964566342
3165	1.964544259
3166	1.964521317
3167	1.964502753
3168	1.964495408
3169	1.964479319
3170	1.964442548
3171	1.964412107
3172	1.96438309
3173	1.964360368
3174	1.964344154
3175	1.96430563
3176	1.964290036
3177	1.964247194
3178	1.964234125
3179	1.964182885
3180	1.964164602
3181	1.964142659
3182	1.964093036
3183	1.964051867
3184	1.96399121
3185	1.963956773
3186	1.963922428
3187	1.963898827
3188	1.963876523
3189	1.963859979
3190	1.963857511
3191	1.963848163
3192	1.963829694
3193	1.963785375
3194	1.963773835
3195	1.963755802
3196	1.96374499
3197	1.963719404
3198	1.96366333
3199	1.963543631
3200	1.963508258
3201	1.963498295
3202	1.963484718
3203	1.963479521
3204	1.963437031
3205	1.963412626
3206	1.963389828
3207	1.963372026
3208	1.963358481
3209	1.963341037
3210	1.963318062
3211	1.963280518
3212	1.963248648
3213	1.963227975
3214	1.963209897
3215	1.963203471
3216	1.963187902
3217	1.963182459
3218	1.96314475
