iter	MAE
225	3.568662304
226	3.562088463
227	3.555798126
228	3.549336342
229	3.543047586
230	3.536687633
231	3.53046351
232	3.524020054
233	3.517590185
234	3.511366069
235	3.5050954
236	3.498883046
237	3.492740742
238	3.486352387
239	3.480070525
240	3.473888768
241	3.467842455
242	3.461596814
243	3.455217863
244	3.448858418
245	3.442694283
246	3.436532938
247	3.430353791
248	3.424326394
249	3.418444042
250	3.412326714
251	3.406363884
252	3.400351912
253	3.394360612
254	3.388301044
255	3.382364029
256	3.376571652
257	3.370618823
258	3.36473704
259	3.358796987
260	3.352874701
261	3.346929822
262	3.341215712
263	3.335352365
264	3.329534086
265	3.323727496
266	3.317763469
267	3.311877774
268	3.306192071
269	3.300464924
270	3.294713538
271	3.288906257
272	3.283027442
273	3.277270493
274	3.271340565
275	3.265777303
276	3.259930627
277	3.254242544
278	3.248540159
279	3.242851432
280	3.23700537
281	3.231265015
282	3.225599126
283	3.219803768
284	3.214128356
285	3.208572642
286	3.202871536
287	3.197231144
288	3.191591215
289	3.185742911
290	3.180008245
291	3.174308847
292	3.168564829
293	3.162917057
294	3.157290205
295	3.151654774
296	3.146138702
297	3.140569168
298	3.135088291
299	3.129555692
300	3.124054398
301	3.118457532
302	3.113150592
303	3.107730016
304	3.102117332
305	3.096532693
306	3.091121461
307	3.085549765
308	3.080087784
309	3.07472273
310	3.069295365
311	3.063952815
312	3.058462107
313	3.053016339
314	3.047605213
315	3.042103401
316	3.03688465
317	3.031529862
318	3.026101861
319	3.020763954
320	3.015505335
321	3.010362165
322	3.005084754
323	2.999738487
324	2.994513607
325	2.989295677
326	2.984233695
327	2.979011201
328	2.973707666
329	2.968514235
330	2.963232157
331	2.957989717
332	2.95293447
333	2.94780954
334	2.942602876
335	2.937492471
336	2.932301891
337	2.927119639
338	2.922071887
339	2.917080537
340	2.911936905
341	2.906856694
342	2.901790379
343	2.896767812
344	2.891734996
345	2.886837634
346	2.881869183
347	2.87683837
348	2.871918519
349	2.866915027
350	2.861985333
351	2.85713109
352	2.85216611
353	2.847253192
354	2.84227268
355	2.837365258
356	2.832538644
357	2.827717205
358	2.8229827
359	2.818238179
360	2.813563201
361	2.808816628
362	2.80417926
363	2.799534814
364	2.794767091
365	2.790164213
366	2.785449051
367	2.780816252
368	2.776107572
369	2.771468197
370	2.766793388
371	2.762210412
372	2.757607038
373	2.753059327
374	2.74856165
375	2.744019132
376	2.739504239
377	2.735037396
378	2.730520969
379	2.726181179
380	2.721719462
381	2.717335012
382	2.712992084
383	2.708721493
384	2.704411647
385	2.700068158
386	2.695761895
387	2.691475013
388	2.687209134
389	2.683012159
390	2.678911005
391	2.674751474
392	2.670608382
393	2.666534977
394	2.662442617
395	2.658400629
396	2.654421274
397	2.650495474
398	2.646526723
399	2.642580308
400	2.638674846
401	2.634761244
402	2.630935602
403	2.626985815
404	2.623110963
405	2.619316739
406	2.615576306
407	2.611728448
408	2.607879602
409	2.604123932
410	2.60032232
411	2.596624685
412	2.592939336
413	2.589159005
414	2.585419586
415	2.581717031
416	2.578060896
417	2.574452261
418	2.570788985
419	2.567195122
420	2.563585453
421	2.560033269
422	2.556582121
423	2.553028565
424	2.549429623
425	2.545930784
426	2.542397334
427	2.539005356
428	2.535572475
429	2.532268727
430	2.528901196
431	2.525491024
432	2.522201251
433	2.51891489
434	2.515612462
435	2.512335756
436	2.509086102
437	2.50582311
438	2.502688839
439	2.499388535
440	2.496202507
441	2.493025254
442	2.489824884
443	2.486646603
444	2.483438007
445	2.480272637
446	2.477144672
447	2.474072105
448	2.470925322
449	2.467867938
450	2.464731753
451	2.461647898
452	2.458592128
453	2.45566754
454	2.452696609
455	2.449731597
456	2.446746471
457	2.44383388
458	2.440973321
459	2.438045445
460	2.435191031
461	2.432362709
462	2.429531631
463	2.426697421
464	2.423815557
465	2.421038804
466	2.418216021
467	2.415511732
468	2.412789737
469	2.410070368
470	2.407326708
471	2.404558358
472	2.401832106
473	2.399090655
474	2.396443156
475	2.393743607
476	2.391123224
477	2.388548972
478	2.385886323
479	2.383267376
480	2.380705828
481	2.378144769
482	2.375570405
483	2.373023119
484	2.370490257
485	2.368000738
486	2.365485254
487	2.363096028
488	2.360640977
489	2.3582821
490	2.355843186
491	2.353475087
492	2.351159719
493	2.348832367
494	2.346464809
495	2.344109666
496	2.341798383
497	2.339504327
498	2.337322124
499	2.33504647
500	2.332807008
501	2.33059266
502	2.328309963
503	2.32612477
504	2.323885564
505	2.321766334
506	2.319529945
507	2.317393775
508	2.315210883
509	2.313030784
510	2.310864701
511	2.308729604
512	2.306666147
513	2.304574987
514	2.302543825
515	2.300485567
516	2.298389654
517	2.296519173
518	2.294489423
519	2.29251765
520	2.290506049
521	2.288524831
522	2.28656786
523	2.284593222
524	2.282657884
525	2.280743926
526	2.278883056
527	2.277016515
528	2.275140613
529	2.27336783
530	2.271560683
531	2.269781161
532	2.2679571
533	2.266169358
534	2.264409192
535	2.262668535
536	2.260990186
537	2.259277993
538	2.257584728
539	2.2559017
540	2.254212789
541	2.25252824
542	2.25088931
543	2.249275262
544	2.247593093
545	2.245983318
546	2.244382637
547	2.242774694
548	2.241142032
549	2.239533174
550	2.238003963
551	2.23644517
552	2.234871271
553	2.233374584
554	2.231800299
555	2.230310312
556	2.228923007
557	2.227479291
558	2.226044933
559	2.224544565
560	2.223100594
561	2.221685385
562	2.220275979
563	2.218874945
564	2.217524994
565	2.216222406
566	2.214793061
567	2.213440879
568	2.212093062
569	2.210783398
570	2.20951875
571	2.208230195
572	2.206955236
573	2.205633127
574	2.204386198
575	2.203116678
576	2.201943181
577	2.20065058
578	2.199421534
579	2.198212164
580	2.197001468
581	2.195811449
582	2.194586165
583	2.193392923
584	2.192205347
585	2.191084686
586	2.189992821
587	2.188824473
588	2.18779646
589	2.186746912
590	2.185667316
591	2.184583896
592	2.183572615
593	2.182488022
594	2.181407906
595	2.180347856
596	2.179237761
597	2.178215828
598	2.177157458
599	2.176082806
600	2.175044557
601	2.174081373
602	2.173078962
603	2.17203045
604	2.171053949
605	2.170069211
606	2.169121795
607	2.168164224
608	2.167217491
609	2.166299659
610	2.165418812
611	2.164533724
612	2.163607156
613	2.162717157
614	2.161882209
615	2.160954661
616	2.160096902
617	2.159229632
618	2.158372601
619	2.15754865
620	2.15668354
621	2.15585239
622	2.155015994
623	2.154171389
624	2.153324764
625	2.152603223
626	2.151812921
627	2.151020952
628	2.150269307
629	2.149472408
630	2.148694141
631	2.147953802
632	2.147215014
633	2.146542266
634	2.145810806
635	2.14502271
636	2.144252019
637	2.143516484
638	2.142837955
639	2.142115293
640	2.141359891
641	2.14065119
642	2.139917084
643	2.139225173
644	2.13848297
645	2.137854445
646	2.137172273
647	2.13653672
648	2.135840252
649	2.135147875
650	2.134513482
651	2.133880526
652	2.133251803
653	2.132636162
654	2.132003902
655	2.131422835
656	2.130852457
657	2.130264014
658	2.129709832
659	2.129086114
660	2.128533888
661	2.127951985
662	2.127396818
663	2.126841511
664	2.126260619
665	2.125737461
666	2.125241808
667	2.124744055
668	2.124148238
669	2.123688957
670	2.123102382
671	2.122594232
672	2.122061581
673	2.121537508
674	2.121039692
675	2.120555709
676	2.120055541
677	2.119622976
678	2.119117568
679	2.118641977
680	2.118125904
681	2.117715966
682	2.117261769
683	2.11685743
684	2.11640921
685	2.11587405
686	2.115473426
687	2.115043505
688	2.11454653
689	2.114118866
690	2.113693194
691	2.113276224
692	2.112868402
693	2.112404837
694	2.111968381
695	2.111529928
696	2.111158808
697	2.110654004
698	2.110239787
699	2.109834336
700	2.109380006
701	2.108961509
702	2.108534214
703	2.10813034
704	2.107727502
705	2.107348183
706	2.106972256
707	2.10648316
708	2.106184095
709	2.105729179
710	2.105291132
711	2.104943081
712	2.104665067
713	2.10425293
714	2.103931778
715	2.103552121
716	2.103142126
717	2.102765637
718	2.102417705
719	2.10197935
720	2.101603374
721	2.101175917
722	2.100840154
723	2.100547233
724	2.100266041
725	2.099922761
726	2.099595835
727	2.099299128
728	2.099021611
729	2.098761716
730	2.098445933
731	2.098144042
732	2.097836672
733	2.097663119
734	2.097440335
735	2.097194411
736	2.096845077
737	2.096593249
738	2.0963406
739	2.096121533
740	2.095897846
741	2.095647455
742	2.095357851
743	2.095123523
744	2.094904085
745	2.094619975
746	2.094433973
747	2.094240044
748	2.09397049
749	2.093674234
750	2.093367942
751	2.093067879
752	2.092762072
753	2.092430717
754	2.09218815
755	2.091918658
756	2.091709695
757	2.091431249
758	2.091205726
759	2.090974543
760	2.090788622
761	2.090538703
762	2.090313392
763	2.090121005
764	2.089895583
765	2.089674667
766	2.089481118
767	2.089287199
768	2.089077977
769	2.08885049
770	2.088624161
771	2.088374123
772	2.088146547
773	2.088000702
774	2.087761396
775	2.08754998
776	2.087378172
777	2.08717601
778	2.087029062
779	2.086843319
780	2.086627821
781	2.086465802
782	2.086259695
783	2.086086354
784	2.085904803
785	2.085747418
786	2.085559889
787	2.085335955
788	2.08512204
789	2.084914291
790	2.084699539
791	2.084517243
792	2.084300416
793	2.084039859
794	2.083788087
795	2.083648926
796	2.083476869
797	2.083334572
798	2.0831719
799	2.083047338
800	2.082839111
801	2.082668501
802	2.082421786
803	2.082269528
804	2.08203114
805	2.081837611
806	2.08171209
807	2.081538397
808	2.081380509
809	2.081199812
810	2.080900524
811	2.080764167
812	2.080610195
813	2.080410889
814	2.080240125
815	2.08007095
816	2.079961289
817	2.079802405
818	2.079580744
819	2.079357821
820	2.079228227
821	2.079104164
822	2.078904142
823	2.078732032
824	2.078557734
825	2.078390292
826	2.078215826
827	2.07807566
828	2.077915539
829	2.077745769
830	2.077585793
831	2.077439872
832	2.077308544
833	2.077204362
834	2.077053985
835	2.076883281
836	2.076736505
837	2.076526035
838	2.076370392
839	2.076223102
840	2.076000991
841	2.075856306
842	2.075667207
843	2.075481787
844	2.075271726
845	2.075123433
846	2.075047383
847	2.074939834
848	2.074810974
849	2.074658426
850	2.074546908
851	2.074407034
852	2.074217755
853	2.074059628
854	2.073956795
855	2.073778447
856	2.073689056
857	2.073558446
858	2.073405632
859	2.07320317
860	2.073079535
861	2.072950755
862	2.072819462
863	2.072710081
864	2.072606688
865	2.072476079
866	2.072342454
867	2.072210597
868	2.072128429
869	2.071997545
870	2.071870351
871	2.071702114
872	2.071555941
873	2.071432615
874	2.0712624
875	2.07110597
876	2.070959256
877	2.07086881
878	2.070782336
879	2.070681215
880	2.070571893
881	2.070405816
882	2.070311569
883	2.070224785
884	2.070066829
885	2.069951116
886	2.069839736
887	2.069720747
888	2.069612334
889	2.069450536
890	2.069349003
891	2.06921704
892	2.069088942
893	2.068951562
894	2.068846225
895	2.068736433
896	2.06859045
897	2.068491057
898	2.068338427
899	2.068188138
900	2.068084819
901	2.067968155
902	2.067847936
903	2.067745846
904	2.06760812
905	2.067510136
906	2.067427493
907	2.067246759
908	2.067150123
909	2.067047351
910	2.066944696
911	2.066824971
912	2.066700839
913	2.066615808
914	2.066472262
915	2.066404114
916	2.06632285
917	2.0662509
918	2.066124531
919	2.066002577
920	2.065878026
921	2.065789866
922	2.065722619
923	2.065604275
924	2.065519231
925	2.065467928
926	2.065316193
927	2.065252179
928	2.065171191
929	2.065068484
930	2.06499185
931	2.064888348
932	2.064676165
933	2.064617789
934	2.064535879
935	2.064434694
936	2.064327049
937	2.064232697
938	2.064169975
939	2.064081121
940	2.064014295
941	2.063896919
942	2.063707189
943	2.063558455
944	2.063385805
945	2.063231675
946	2.063173758
947	2.063068439
948	2.062965075
949	2.062909758
950	2.062851958
951	2.062726213
952	2.062675316
953	2.062505062
954	2.062443437
955	2.062387349
956	2.062321282
957	2.062213206
958	2.062133518
959	2.062005932
960	2.06193469
961	2.061852569
962	2.061706335
963	2.061638326
964	2.061601343
965	2.061494638
966	2.061393907
967	2.061322545
968	2.061235539
969	2.061099641
970	2.060981586
971	2.060790946
972	2.060729269
973	2.060628159
974	2.060439032
975	2.060304029
976	2.060175556
977	2.060071738
978	2.059984854
979	2.059893142
980	2.059792275
981	2.059710997
982	2.059635111
983	2.059578522
984	2.05948061
985	2.059366786
986	2.059270211
987	2.059168774
988	2.059125978
989	2.059062493
990	2.058942042
991	2.058883561
992	2.058809816
993	2.05866049
994	2.058630614
995	2.058439222
996	2.05837453
997	2.058286437
998	2.058188682
999	2.058089462
1000	2.05802613
1001	2.057913815
1002	2.057742582
1003	2.057680956
1004	2.057629724
1005	2.05749292
1006	2.057437882
1007	2.057394575
1008	2.057321804
1009	2.057218597
1010	2.057148558
1011	2.057058635
1012	2.057033016
1013	2.0569345
1014	2.056850835
1015	2.05682355
1016	2.056744818
1017	2.05669328
1018	2.056563155
1019	2.056497126
1020	2.056383951
1021	2.056309193
1022	2.056245347
1023	2.056173609
1024	2.056082918
1025	2.056019101
1026	2.055950126
1027	2.055875017
1028	2.055761211
1029	2.055687994
1030	2.055589709
1031	2.055485282
1032	2.055409103
1033	2.055365758
1034	2.055292699
1035	2.055271264
1036	2.055197932
1037	2.055055388
1038	2.054986749
1039	2.054933422
1040	2.054837874
1041	2.054703378
1042	2.054660628
1043	2.054529495
1044	2.054456572
1045	2.054387295
1046	2.054326709
1047	2.054259484
1048	2.054173665
1049	2.054110355
1050	2.054061198
1051	2.054018568
1052	2.053941808
1053	2.053910242
1054	2.053858681
1055	2.053709868
1056	2.053635726
1057	2.053600914
1058	2.053513599
1059	2.053465708
1060	2.05338509
1061	2.053300762
1062	2.053241749
1063	2.053157461
1064	2.053098637
1065	2.053021004
1066	2.052952658
1067	2.052821432
1068	2.052747058
1069	2.052725051
1070	2.052624977
1071	2.052581827
1072	2.052512999
1073	2.052472188
1074	2.052359884
1075	2.052250017
1076	2.052187678
1077	2.052155374
1078	2.052079995
1079	2.052017123
1080	2.051971934
1081	2.051866197
1082	2.051801205
1083	2.051749894
1084	2.051712764
1085	2.051635461
1086	2.051585836
1087	2.05149862
1088	2.051468953
1089	2.051385877
1090	2.051341942
1091	2.051259934
1092	2.051222541
1093	2.051141946
1094	2.051060733
1095	2.051032507
1096	2.050983104
1097	2.050879772
1098	2.050841484
1099	2.050731838
1100	2.050702932
1101	2.050659323
1102	2.050635359
1103	2.050547793
1104	2.050520964
1105	2.050490859
1106	2.050438317
1107	2.050383342
1108	2.050294482
1109	2.050217979
1110	2.050173792
1111	2.050057955
1112	2.049982537
1113	2.049929915
1114	2.049878801
1115	2.049842765
1116	2.049697888
1117	2.049670374
1118	2.049648433
1119	2.04957165
1120	2.049514235
1121	2.049486831
1122	2.049443047
1123	2.049369444
1124	2.049234177
1125	2.049199563
1126	2.049133485
1127	2.049046282
1128	2.048979288
1129	2.048874404
1130	2.048789796
1131	2.048731831
1132	2.048683779
1133	2.048561882
1134	2.048531207
1135	2.048391384
1136	2.048350971
1137	2.048254195
1138	2.048161348
1139	2.048051785
1140	2.048007219
1141	2.047949711
1142	2.047875519
1143	2.047855871
1144	2.047789957
1145	2.047735543
1146	2.047671715
1147	2.047613409
1148	2.047559635
1149	2.047505642
1150	2.047475753
1151	2.047416821
1152	2.047329542
1153	2.047252907
1154	2.047159903
1155	2.047099528
1156	2.047048425
1157	2.046998819
1158	2.046910883
1159	2.046868559
1160	2.046811128
1161	2.046788124
1162	2.04674012
1163	2.0467108
1164	2.046655259
1165	2.046602202
1166	2.046567895
1167	2.046513166
1168	2.046418113
1169	2.046356515
1170	2.046256708
1171	2.046151496
1172	2.046118879
1173	2.046078125
1174	2.046030646
1175	2.045968285
1176	2.045912674
1177	2.045855151
1178	2.045833252
1179	2.045766558
1180	2.045731958
1181	2.045613787
1182	2.045575295
1183	2.045565709
1184	2.045532323
1185	2.045503055
1186	2.045447354
1187	2.045412934
1188	2.045333306
1189	2.045282168
1190	2.04521784
1191	2.0451847
1192	2.045113796
1193	2.045070883
1194	2.045005704
1195	2.044971995
1196	2.044944789
1197	2.044904666
1198	2.044861672
1199	2.04483169
1200	2.044791771
1201	2.044730234
1202	2.044698396
1203	2.044679479
1204	2.044645852
1205	2.044597685
1206	2.044574696
1207	2.044534455
1208	2.044485951
1209	2.044426245
1210	2.044374058
1211	2.044349047
1212	2.044306457
1213	2.044237585
1214	2.044234284
1215	2.044170141
1216	2.044101276
1217	2.044059871
1218	2.044010957
1219	2.043988791
1220	2.043982019
1221	2.043964196
1222	2.043923009
1223	2.043918183
1224	2.043909337
1225	2.043860488
1226	2.043823699
1227	2.043757392
1228	2.043654413
1229	2.043589104
1230	2.043480044
1231	2.043443729
1232	2.043432799
1233	2.04334304
1234	2.043319813
1235	2.043286073
1236	2.043264674
1237	2.04322555
1238	2.043190617
1239	2.043149804
1240	2.043124081
1241	2.043112777
1242	2.043084719
1243	2.043069764
1244	2.043066884
1245	2.042995909
1246	2.042945008
1247	2.04290003
1248	2.042884331
1249	2.042829158
1250	2.042792772
1251	2.042772075
1252	2.042649563
1253	2.042611501
1254	2.04256842
1255	2.042529457
1256	2.042455682
1257	2.04243482
1258	2.042389208
1259	2.042250796
1260	2.042205226
1261	2.042161865
1262	2.042091367
1263	2.042074237
1264	2.041925649
1265	2.04189625
1266	2.041887506
1267	2.04187939
1268	2.041863295
1269	2.04181221
1270	2.041733534
1271	2.04168369
1272	2.041599235
1273	2.041560418
1274	2.041493669
1275	2.041415192
1276	2.041376056
1277	2.041332004
1278	2.041325203
1279	2.041311221
1280	2.041236526
1281	2.0412149
1282	2.041083601
1283	2.041072905
1284	2.04103322
1285	2.041029386
1286	2.041011181
1287	2.040970211
1288	2.040877109
1289	2.040773439
1290	2.040748398
1291	2.040669601
1292	2.040615052
1293	2.040535112
1294	2.040487233
1295	2.040462499
1296	2.040438886
1297	2.04036839
1298	2.040351648
1299	2.040317231
1300	2.040303489
1301	2.040234861
1302	2.040115066
1303	2.040099369
1304	2.040090435
1305	2.039983016
1306	2.039896461
1307	2.039881412
1308	2.039754888
1309	2.039687407
1310	2.039660868
1311	2.039638439
1312	2.039607742
1313	2.039543162
1314	2.039512838
1315	2.039500493
1316	2.039423998
1317	2.039397508
1318	2.03937691
1319	2.039374592
1320	2.039303394
1321	2.039290766
1322	2.03926312
1323	2.039231098
1324	2.039211769
1325	2.039192625
1326	2.039165029
1327	2.039142908
1328	2.039046004
1329	2.038967236
1330	2.038937712
1331	2.03893229
1332	2.038884589
1333	2.038860065
1334	2.038809968
1335	2.038792657
1336	2.038779549
1337	2.03876022
1338	2.038710306
1339	2.038631043
1340	2.038599309
1341	2.038577706
1342	2.038471013
1343	2.038434865
1344	2.038428689
1345	2.038331816
1346	2.038303685
1347	2.038301426
1348	2.038278685
1349	2.038189407
1350	2.038177377
1351	2.038173219
1352	2.038125586
1353	2.038125391
1354	2.038115145
1355	2.03794707
1356	2.037930675
1357	2.037901793
1358	2.037888521
1359	2.037787135
1360	2.037765975
1361	2.037705849
1362	2.037677003
1363	2.037638112
1364	2.037598541
1365	2.037565832
1366	2.037563361
1367	2.037518358
1368	2.037466196
1369	2.037441714
1370	2.037390093
1371	2.037359418
1372	2.037278726
1373	2.037255705
1374	2.037195802
1375	2.037121522
1376	2.037041749
1377	2.036967047
1378	2.036917878
1379	2.036835095
1380	2.036683346
1381	2.036664998
1382	2.036553762
1383	2.036538054
1384	2.036526705
1385	2.036465674
1386	2.036430689
1387	2.036396555
1388	2.036359912
1389	2.036345159
1390	2.036331281
1391	2.036312087
1392	2.036280386
1393	2.036264754
1394	2.03620021
1395	2.036138297
1396	2.03612978
1397	2.036121214
1398	2.03608204
1399	2.036017744
1400	2.035995803
1401	2.035915968
1402	2.035894653
1403	2.035869072
1404	2.035792777
1405	2.035766225
1406	2.035737194
1407	2.035673475
1408	2.035620355
1409	2.035616939
1410	2.035616195
1411	2.035551088
1412	2.035517645
1413	2.035481969
1414	2.035470229
1415	2.035444132
1416	2.03541219
1417	2.03533511
1418	2.03528752
1419	2.035279775
1420	2.03523327
1421	2.035160446
1422	2.035136833
1423	2.035028216
1424	2.034931061
1425	2.03485887
1426	2.034787246
1427	2.034700349
1428	2.034695875
1429	2.034640137
1430	2.034632888
1431	2.034590882
1432	2.034542554
1433	2.03451368
1434	2.034455568
1435	2.034374055
1436	2.0342702
1437	2.034258079
1438	2.034249172
1439	2.034190002
1440	2.034102303
1441	2.034040894
1442	2.034014416
1443	2.033999787
1444	2.033968152
1445	2.033952346
1446	2.033928625
1447	2.033842333
1448	2.033828009
1449	2.033801352
1450	2.033757957
1451	2.033720941
1452	2.033694105
1453	2.033617242
1454	2.033582612
1455	2.033479305
1456	2.033417704
1457	2.033387857
1458	2.033348013
1459	2.033338917
1460	2.033295027
1461	2.033278577
1462	2.033215013
1463	2.033143592
1464	2.033041131
1465	2.032971451
1466	2.032949249
1467	2.032936441
1468	2.032920576
1469	2.03290563
1470	2.032797978
1471	2.032762003
1472	2.032681045
1473	2.032600147
1474	2.032541373
1475	2.032514867
1476	2.032466412
1477	2.032442508
1478	2.032435306
1479	2.03240033
1480	2.032388987
1481	2.032376301
1482	2.032254439
1483	2.032205141
1484	2.032155684
1485	2.032042251
1486	2.032001374
1487	2.031958146
1488	2.031932449
1489	2.031912209
1490	2.031863105
1491	2.031802462
1492	2.031732856
1493	2.031710375
1494	2.031644953
1495	2.031631972
1496	2.031588036
1497	2.031554454
1498	2.031508179
1499	2.031472651
1500	2.031382684
1501	2.031340506
1502	2.03125982
1503	2.031239445
1504	2.031234298
1505	2.031180466
1506	2.031178575
1507	2.03114291
1508	2.031106462
1509	2.031074658
1510	2.031043701
1511	2.031022509
1512	2.030964966
1513	2.030889517
1514	2.030880142
1515	2.030844492
1516	2.030826376
1517	2.030765916
1518	2.030755151
1519	2.03074314
1520	2.030719428
1521	2.030688053
1522	2.030571591
1523	2.030563547
1524	2.030539107
1525	2.030515496
1526	2.030444486
1527	2.030410324
1528	2.030391864
1529	2.030349661
1530	2.030286191
1531	2.030100465
1532	2.030036906
1533	2.02997136
1534	2.029942521
1535	2.029915773
1536	2.029842249
1537	2.029817999
1538	2.029802829
1539	2.029749236
1540	2.029740317
1541	2.029562901
1542	2.029534448
1543	2.029518572
1544	2.029487225
1545	2.029467169
1546	2.029326926
1547	2.02930482
1548	2.029228254
1549	2.029178832
1550	2.029162374
1551	2.029131824
1552	2.029016094
1553	2.028990068
1554	2.028947999
1555	2.028837942
1556	2.028824895
1557	2.028766623
1558	2.028756754
1559	2.028624505
1560	2.028578055
1561	2.028521564
1562	2.028495173
1563	2.028416052
1564	2.028374844
1565	2.028344223
1566	2.028295036
1567	2.0282259
1568	2.028195042
1569	2.028086537
1570	2.028041706
1571	2.028015218
1572	2.027960504
1573	2.027912576
1574	2.027892921
1575	2.02788842
1576	2.02783661
1577	2.027731081
1578	2.027700242
1579	2.027645458
1580	2.027601478
1581	2.027571493
1582	2.027556658
1583	2.027553301
1584	2.027493625
1585	2.027444434
1586	2.027432615
1587	2.027384984
1588	2.02735323
1589	2.027326099
1590	2.027210374
1591	2.027153973
1592	2.027151731
1593	2.027100436
1594	2.027064276
1595	2.027041624
1596	2.026947996
1597	2.026925584
1598	2.026884848
1599	2.026880642
1600	2.026858514
1601	2.026800416
1602	2.02677392
1603	2.026754867
1604	2.026668741
1605	2.02663974
1606	2.026618526
1607	2.026517022
1608	2.02641281
1609	2.026396808
1610	2.02630999
1611	2.026284666
1612	2.026187162
1613	2.026177358
1614	2.026164832
1615	2.026161291
1616	2.026149317
1617	2.026123087
1618	2.026044356
1619	2.025995985
1620	2.025974145
1621	2.025941783
1622	2.02594059
1623	2.025924336
1624	2.025913508
1625	2.02589278
1626	2.02580852
1627	2.025765353
1628	2.025751961
1629	2.025734166
1630	2.025686318
1631	2.025650785
1632	2.02565018
1633	2.025518106
1634	2.025478158
1635	2.02540266
1636	2.025369385
1637	2.025329893
1638	2.025304354
1639	2.025238815
1640	2.025204293
1641	2.025156619
1642	2.025129197
1643	2.025120113
1644	2.025074771
1645	2.025063178
1646	2.025011634
1647	2.025004687
1648	2.024993501
1649	2.024947625
1650	2.024862965
1651	2.024838325
1652	2.024810268
1653	2.02480129
1654	2.02469124
1655	2.024683555
1656	2.024671974
1657	2.024605473
1658	2.024532573
1659	2.024509146
1660	2.0244738
1661	2.024439786
1662	2.024419596
1663	2.024360081
1664	2.024330095
